x_pos,y_pos
-525.16,-583.07
807.29,247.02
-793.2,-328.17
-333.71,-724
-533.84,-602.13
-113.65,-858.9
-871.47,-88.18
206.97,842.75
383.14,-831.19
610.65,-644.09
-684.49,307.86
-926.66,135.88
833.5,378.12
-54.57,921.67
326.83,-853.63
-941.1,-206.49
-955.77,-180.14
508.57,-344.73
-957.69,130.88
-953.63,-169.06
-923.9,-336.33
-647.2,509.18
988.88,4.34
-508.29,-902.87
438.15,941.7
-227.52,995.2
-643.58,986.04
-830.22,769.03
-966.68,742.85
926.99,744.82
603.41,-857.8
-491.2,857.61
923.97,607.27
-439.78,-976.01
-913.66,-831.65
715.22,996.17
