x_pos,y_pos
-193.09,109.18
-47.45,175.43
96.16,-235.31
106.62,-247.28
36.29,-96.8
-194.17,-10.2
-307.74,6.07
235.58,176.82
254.94,-204.35
-220.88,-269.38
-359.15,-177.03
-401.26,-69.01
-24.63,111.5
-328.21,-319.39
-450.36,-128.26
217.87,-50.55
73.36,-295.02
430.85,-220.14
168.69,-436.84
-372.19,-231.07
-382.23,354.71
150.69,407.74
-348.22,-361.55
-391.35,-390.31
474.1,117.32
-556.49,48.61
-297.03,-432.65
-248.48,-408
300.06,498.72
411.93,413.3
396.77,-388.38
433.18,-391.41
501.25,270.64
-566.16,-175.91
-584.99,-203.76
-484.15,384.28
-620.56,101.75
