x_pos,y_pos
43.62,-15.1
4.98,-3.7
67.92,-3.15
86.7,-52.59
-100.9,53.18
107.18,60.88
6.61,24.06
45.94,-127.84
-68.83,-76.97
42,86.6
107.13,-104.4
115.29,90.4
-147.34,42.31
95.66,-122.21
-153.49,20.61
62.12,130.7
-134.41,-79.26
132.14,-105.93
-110.06,124.91
-78.87,120.74
-94.72,163.75
-154.21,-79.56
162.78,-125.15
-7.86,-98.76
-93.38,-196.71
-107.31,-182.39
8.65,-165.13
-212.35,-61.65
194.2,-83.89
-150.41,-173.99
-154.81,179.28
-202.69,-123.52
179.67,143.9
-94.96,-192.71
-247.66,-22.66
-201.4,-105.51
250.23,-59.54
-176.87,202.98
182.74,-173.08
-59.91,230.97
204.33,192.19
14.72,-239.44
-227.81,168.15
281.23,-20.63
77.8,-273.3
-198.35,-159.91
206.58,-195.82
120.37,266.45
106.24,-271.9
130.36,-253.25
186.02,233.9
-142.79,-257.25
-172.91,235.94
257.01,-155.57
-116.17,279.7
-250,178.41
-298.62,-52.1
-264.34,151.32
-213.77,-180.83
-19.19,-312.64
-293.8,-99.17
316.16,-37.74
-315.7,57.29
-219.78,-222.23
-316.86,53.48
312.82,66.52
-65.67,-314.62
-219.59,-238.71
288.3,-136.2
-203.2,235.73
248.59,-219.96
-297.78,138.82
-191.27,-277.41
-155.7,-295.94
-241.91,-226.74
296.37,181.96
317.82,-144.68
100.33,326.95
31.03,361.31
-187.97,-310.11
359.66,53.37
121.16,-346.87
223.77,279.39
-364.87,-53.28
-26.22,-372.53
-340.86,155.19
-345.42,-131.28
321.25,162.95
-304.73,221.28
220.26,252.24
-44.76,-381.71
64.09,372.25
-60.09,381.59
-193.17,-329.09
226.11,-313.08
295.39,-247.7
-303.57,244.17
-217.1,-321.71
-387.25,-33.08
233.75,309.8
-212.49,-336.66
161.73,354.81
233.03,-315.3
