x_pos,y_pos
-86.77,387.16
374.17,146.67
-321.39,261.81
-403.98,-99.64
401.37,122.98
415.87,55.85
393.72,171.18
-94.33,388.54
-169.5,395.79
202.8,-332.57
-141.16,-390.9
424.9,70.86
-299.47,-308.57
400.6,177.17
250.86,360.89
377.04,222.97
11.22,-444.12
-15.43,-443.86
119.77,-418.36
444.72,-20.54
245.66,-374.13
163.3,-411.2
211.63,394.6
-295.66,339.04
-405.95,195.62
259.37,-365.61
-259.92,-368.64
294.41,342.74
-242.22,344.67
-390.88,235.7
-447.26,50.45
242.23,380.35
-411.3,-177.8
183.82,-415.79
311.76,-343.48
265.86,-383.12
-235.61,-406.65
-248.66,-386.56
-171.05,424.82
-472.28,-41.98
-229.11,-410.52
461.89,118.08
425.42,-206.56
-472.41,-95.09
478.28,-78.97
475.03,16.09
394.67,271.68
50.36,468.26
380.02,-301.58
458.56,-168.08
-377.63,302.2
-492.42,10.12
121.65,-482.77
198.76,446.35
-231.71,433.38
461.85,148.3
214.07,454.3
-488.67,-72.48
260.73,-439.05
484.95,130.88
-361.37,-360.88
117.8,-498.49
266.97,422.22
-434.2,266.7
-476.35,-193.18
-475.15,-198.94
338.4,-384.94
144.32,491.53
-346.54,-384.87
-422.15,301.71
-431.8,255.91
-376.09,357.85
-349.13,388.96
-478.2,193.98
-342.96,398.64
-271.37,-470.07
230.48,-475.9
-290.52,433.33
-396.36,-344.08
337.11,445.13
-271.27,-497.47
499.62,-254.43
492.57,-293.06
-283.23,-441.65
-469.72,273.24
406.02,416.22
-316.45,480.64
399.75,-423.16
-494.06,-229.07
350.78,474.52
455.12,-358.55
474.77,-338.24
-443.42,356.23
478.23,-392.21
-406.24,483.89
437.45,-466.9
498.12,-411.87
467.92,451.91
377.08,471.89
-440.66,483.28
-498.33,341.54
-458.51,442.7
343.81,473.73
