x_pos,y_pos
35.18,96.57
-57.89,-55.92
100.51,-118.23
-18.24,-163.46
166.52,0
35.07,-31.9
163.23,60.18
77.24,-100.42
51.29,183.5
-124.7,-73.23
58.99,170.64
167.5,117.49
-97.15,-124.2
-78.02,155.21
153.26,-166.13
215.86,65.79
37.88,-187.57
-137.32,167.89
122.29,215.86
-222.69,-106.44
-7.02,214.95
235.43,-38.54
16.54,251.25
251.15,-12.32
-112.2,-88.18
-176.09,-207.67
187.79,191.64
241.5,72.99
259.25,100.93
-107.87,-208.19
262.28,-78.23
-241,69.59
-49.68,-292.34
212.46,180.31
130.22,-316.33
-137.78,314.33
-97.5,-270.88
-153.35,-324.04
-244.37,-237.75
348.48,-96.87
-142.98,329.93
-248.14,268.03
21.82,350.56
-54.99,316.73
-360.89,107.37
288.83,-134.21
175.6,221.36
372.74,-103.71
-259.15,-252.5
-95.23,-376.15
-368.22,-48.45
-326.18,-212.57
173.8,357.28
217.85,300.37
398.04,-31.07
304.81,243.63
-11.46,405.6
-244.08,-291.9
-374.4,-165.36
53.06,406.63
-385.22,-2.49
404.97,88.4
203.44,335.66
