x_pos,y_pos
177.48,-366.56
-347.18,226.31
386.86,-152.51
346.72,-232.3
415.08,77.79
409.15,131.87
-375.33,-196.31
140.76,-394.29
-408.68,74.6
238.52,368.54
343.8,-249.45
-348.41,252.62
174.84,405.2
87.33,426.61
-109.21,431.43
-253.38,-361.9
393.34,209.74
-440,64.56
431.23,114.42
415.4,-184.51
71.85,-451.43
-455.6,20.08
-87.41,458.4
436.54,44.09
-212.84,389.63
-448.1,50.57
-178.25,398.81
467.34,55.25
57.59,-483.43
467.04,68.86
462,-197.31
-464.03,-127.19
327.41,347.65
-424.65,252.71
-329.77,380.48
-373.24,-357.62
-227.82,-449.31
238.04,-445.32
-368.01,-277.44
-421.16,-309.42
193.42,493.52
467.43,240.21
477.34,-154.18
-349.14,-408.64
315.51,-421.5
-479.52,254.9
-364.83,392.67
459.8,272.5
-487.5,236.21
367.06,-461.52
485.65,-255.41
271.65,-450.61
421.29,393.14
287.41,470.75
370.51,-492
339.81,484.16
-478.37,387.69
417.43,476.93
449.88,-477.74
346.89,-489.84
375.02,-387.36
-494.73,376.65
-498.41,-438.91
