x_pos,y_pos
-24.63,111.5
-194.17,-10.2
217.87,-50.55
-47.45,175.43
96.16,-235.31
235.58,176.82
73.36,-295.02
-193.09,109.18
36.29,-96.8
-307.74,6.07
254.94,-204.35
-401.26,-69.01
-359.15,-177.03
106.62,-247.28
150.69,407.74
-372.19,-231.07
-328.21,-319.39
-450.36,-128.26
168.69,-436.84
430.85,-220.14
-248.48,-408
-220.88,-269.38
-297.03,-432.65
-382.23,354.71
-556.49,48.61
474.1,117.32
501.25,270.64
396.77,-388.38
-348.22,-361.55
411.93,413.3
274.18,517.47
-391.35,-390.31
433.18,-391.41
-484.15,384.28
-584.99,-203.76
300.06,498.72
-492.83,-427.83
