x_pos,y_pos
1000.6,-371.88
-872.88,657.23
863.67,602.35
1092.15,69.74
-814.73,748.63
467.89,-1001.86
-863.79,-698.89
900.84,661.67
4.48,1117.84
-77.84,-1121.52
615.23,896.74
-912.74,-525.88
1014.01,521.29
-915.73,677.54
1102.9,-239.97
743.37,-859.65
-1143.64,-83.48
-955.28,626.91
-1004.23,-603.92
-1006.46,550.63
42.27,1150.63
-945.13,-757.55
-89.22,1183.39
1168.11,-127
-1183.53,-292.43
575.04,-1091.28
777.14,-897.28
-546.07,-1092.92
-1122.68,461.1
1146.66,-466.24
577.03,-1122.75
-1248.79,-116.79
1174.23,411.89
-1015.28,723.52
393.2,1215.25
-439.64,1199.4
-809.5,-996.04
992.57,-821.74
-121.67,1294.35
