x_pos,y_pos
675.74,1128.81
-1032.25,837.74
1058.84,-733.07
1241.91,432.21
746.35,-1104.3
-1347.98,111.09
727.03,-1153.62
-1215.7,-404.51
1220.52,631.55
1236.46,-584.42
-1318.96,235.45
549.81,-1272.04
-409.6,1325.23
-935.01,-998.56
-1074.95,874.25
177.21,-1363.54
490.52,1314.15
-1049.85,-910.08
1404.19,67.79
-930.79,1052.9
-790.38,1179.07
448.36,-1322.52
-774.87,-1169.93
-247.88,1405.67
-921.54,-1093.61
-395.58,1388.26
-598.55,1299.65
621.33,-1339.15
1372.48,-442.91
893.24,1184.6
738.07,1290.49
213.53,-1468.26
-1116.05,977.29
-957.96,1145.81
1474.87,-360.4
1472.91,-273.89
1318.75,784.03
-846.58,1227.98
-608.28,1419.5
