x_pos,y_pos
141.74,5.49
-43.96,133.96
212.18,87.28
-240.94,-138.55
149.05,142.04
-96.79,326.56
296.74,-13.82
126,329.21
343.99,93.22
247.76,335.17
421.87,-37.55
-310.34,29.76
246.94,375.61
239.78,-383.21
-298.24,-99.94
-493.93,-135.31
-331.34,-409.51
352.11,204.4
384.66,-284.18
531.84,177.01
-553.83,25.53
-506.82,-144.62
275.97,-413.81
554.97,205.21
327.2,-482.81
479.39,369.93
567.28,104.95
-485.6,-354.99
567.98,339.92
151.56,-679.05
164.74,656.31
-669.22,275.53
-357.65,495.27
-723.03,177.55
-581.55,382.69
363.75,690.15
-338.34,705.3
-390.82,-678.17
-611.88,366.48
