x_pos,y_pos
-57.89,-55.92
35.18,96.57
35.07,-31.9
-112.2,-88.18
-97.15,-124.2
-124.7,-73.23
77.24,-100.42
166.52,0
100.51,-118.23
-78.02,155.21
-18.24,-163.46
163.23,60.18
37.88,-187.57
-7.02,214.95
58.99,170.64
-137.32,167.89
167.5,117.49
-107.87,-208.19
235.43,-38.54
51.29,183.5
122.29,215.86
-241,69.59
153.26,-166.13
-222.69,-106.44
241.5,72.99
187.79,191.64
16.54,251.25
-176.09,-207.67
259.25,100.93
215.86,65.79
212.46,180.31
251.15,-12.32
175.6,221.36
-97.5,-270.88
288.83,-134.21
-49.68,-292.34
130.22,-316.33
262.28,-78.23
-137.78,314.33
-153.35,-324.04
-54.99,316.73
-142.98,329.93
-259.15,-252.5
-248.14,268.03
21.82,350.56
-244.37,-237.75
348.48,-96.87
-368.22,-48.45
-244.08,-291.9
-385.22,-2.49
-95.23,-376.15
372.74,-103.71
304.81,243.63
217.85,300.37
-360.89,107.37
-326.18,-212.57
203.44,335.66
-11.46,405.6
398.04,-31.07
173.8,357.28
-374.4,-165.36
404.97,88.4
-408.68,74.6
