x_pos,y_pos
-1250.33,-70.17
-1079.01,-655.16
850.53,-949.05
1221.61,-389.94
135.11,-1241.2
1162.22,477.64
1254.67,-324.87
-523.21,-1213.81
1106.53,671.06
-1326.49,-99.63
735.7,-1027.78
1061.25,843.92
-356.21,-1234.81
12.11,1359.69
486.53,-1131.05
-905,-1047.43
-135.08,-1386.59
57.11,1394.27
902.33,1072.88
-182.33,-1325.41
1029.02,966.27
-641.77,1264.8
882.93,1187.22
-316.33,1395.5
1374.87,354.16
365.17,-1344.5
-1218.97,-867.78
739.6,1292.36
-676,1173.34
-1159.77,-953.09
1388.07,-627.22
-1092.07,-1079.22
-846.82,1280.98
-635.39,1392.99
-116.54,-1481.66
-420.87,-1498.25
-677.94,-1402.01
