x_pos,y_pos
-758.48,690.73
-105.41,-957.83
-1001.03,-236.59
919.05,-506.16
-457.72,-912.25
888.11,600.51
647.05,846.3
270.11,1004.35
-999.16,306.89
-496.16,-957.52
981.99,443.02
286.13,-968.41
75.32,1107.5
330.38,1021.96
980.19,526.98
-811.5,760.28
-1029.43,474.01
-1057.82,-253.88
1130.77,-87.58
364.15,1068.05
1135.65,73.6
63.7,1149.32
-247.39,1099.77
865.42,779.61
-1016.8,555.92
1133.49,-236.96
566.23,-1043.8
1001.37,-543.68
426.17,1101.55
-1157.03,302.75
1159.5,96.42
-445.33,1132.14
118.74,1176.08
1191.88,-213.69
-760.48,912.97
1207.57,77.91
500.87,-1109.36
