x_pos,y_pos,p_flag,volts,weights
43806,-7333,0,2.4719031782383607,10
13327,25930,1,3.822016205738239,6
-29285,-27757,0,2.8561776110827357,10
8432,14973,0,2.736707014710513,10
28719,-26685,0,2.119565157094536,9
21655,-47398,0,1.9026188270091677,8
19815,-28564,0,2.0806257095810796,9
37665,47826,1,4.146542060244496,7
43949,-20467,1,4.245473575284175,7
-36729,33281,1,3.570230764294261,5
-12310,-6710,1,3.4274477952665654,4
-40396,4408,1,3.0190815321923363,3
-2007,-7332,1,4.737369644084186,9
-13265,2855,1,4.750794360173059,10
15808,48363,1,3.4011189726769073,4
16571,-847,1,3.5160746653393797,5
-21972,31210,0,2.654857492949829,10
-14845,13419,0,2.5022056139117432,10
42555,-38985,0,1.8989867197200794,8
-41368,-22417,0,1.9817053422431612,8
20526,1143,1,3.4437597362290973,4
-21515,43518,0,2.8924716515302125,10
-39265,48352,0,1.9398786702342532,8
18955,-9071,0,2.7681802993265765,10
18228,-44179,0,2.7349989908571932,10
-21311,-21061,1,3.7842166904817764,6
44602,34090,0,1.8944939786052852,8
49507,39723,0,2.7669763836918073,10
24048,37249,0,2.980373881105143,10
-21418,-6717,0,2.2180904224010742,9
-21995,-10879,0,2.3525698143622615,10
-7768,-23579,1,4.121190947996693,7
40116,23862,1,4.107625415905584,7
24648,-38630,0,1.989607493020436,8
32974,-2110,1,4.327908506283096,8
47293,-19052,1,3.4645265088163066,4
34331,-30970,1,4.2071834834474675,7
-28969,38196,0,2.517272546422179,10
31328,4695,0,1.9734874057073313,8
-16903,27917,0,2.0476061830535,9
42852,-15444,1,4.038662127669108,7
-46343,-17793,1,4.338687287014833,8
46168,-10134,1,3.1119400766833376,3
46429,-14843,0,2.2192113029157876,9
5605,-28468,0,2.319435244971274,10
14712,33453,1,3.8213988111252988,6
-31503,21031,0,1.9871644698987603,8
43492,-7007,1,4.150501597273472,7
47446,-5481,1,4.80794208799747,10
-24814,2046,1,4.8028702063078015,10
34530,-30778,0,1.96228204256024,8
30634,-7164,0,2.649892069194729,10
42971,18897,0,1.8633349174600506,8
15909,-13911,1,4.025961709267941,7
23122,-47312,1,4.127409511851395,7
-29293,3792,0,2.77163410439899,10
-17539,-21791,0,2.580138795430427,10
45577,-47212,0,1.927987407138348,8
-41046,31479,1,3.8544097509670063,6
35265,-30554,1,3.485381569799914,4
5010,7352,1,3.021746465893819,3
-29376,18416,1,4.936002353052237,10
-34728,39094,0,2.499530468111449,10
-21881,46133,1,4.42227154360578,8
-14170,-49477,0,2.1818482123757788,9
40886,30414,0,2.73645600994374,10
31745,-33150,0,1.948464947166059,8
28112,-28334,1,3.389750546516307,4
-32489,33582,0,2.999134339394595,10
-30364,-19142,1,4.394559228723845,8
-34621,37179,0,2.9565218459346427,10
-42244,-20214,1,4.2934301864177105,8
41072,29168,1,4.348229685347311,8
43674,-32296,1,4.724161962034535,9
-7745,46754,1,4.58576034257316,9
