x_pos,y_pos
-5.87,74.99
64.92,-77.94
-125.08,48.55
-86.97,15.82
139.08,25.83
-86.6,124.66
131.43,110.5
138.63,83.93
111.02,59.3
-37.92,174.34
135.04,-107.51
119.73,-76.66
-58.36,163.89
164.08,-92.03
140.56,-124.16
-85.62,-185.9
178.5,101.46
-134.89,-174.24
36.54,9.81
-165.41,-131.3
-75.92,-208.71
159.49,127.45
206.73,-95.73
222.13,-55.39
114.54,198.11
219.37,41.15
116.55,195.39
217.54,-74.12
198.04,-123.24
175.71,-34.54
-117.44,234.8
-239.66,-111.65
-288.65,-23.48
-285.36,-29.9
156.71,240.61
132.02,210.36
165.61,-162.9
222.31,201.72
249.37,150.86
-170.29,264.18
83.76,-284.64
129.21,290.06
-275,-138.61
-151.59,-247.24
-334.96,10.36
-319.99,12.79
-130.36,286.56
-119.5,-290.63
145.15,287.13
64.25,-337.52
-354.1,49.62
287.02,-206.04
83.92,349.23
341.9,-44.13
-168.49,-306.23
252.23,-284.03
141.14,-360.37
33.89,386.17
-351.77,130.25
-79.96,383.24
116.46,-364.54
-390.66,51.11
254.26,295.52
318.07,-248.25
51.74,-395.25
