x_pos,y_pos
62.12,130.7
4.98,-3.7
-7.86,-98.76
162.78,-125.15
107.18,60.88
8.65,-165.13
6.61,24.06
-212.35,-61.65
-78.87,120.74
223.77,279.39
-68.83,-76.97
-154.81,179.28
115.29,90.4
43.62,-15.1
95.66,-122.21
-94.72,163.75
-202.69,-123.52
107.13,-104.4
-153.49,20.61
106.24,-271.9
-110.06,124.91
194.2,-83.89
-134.41,-79.26
-100.9,53.18
257.01,-155.57
312.82,66.52
-94.96,-192.71
-150.41,-173.99
-107.31,-182.39
-154.21,-79.56
-213.77,-180.83
-219.78,-222.23
42,86.6
-59.91,230.97
86.7,-52.59
-147.34,42.31
132.14,-105.93
-293.8,-99.17
67.92,-3.15
-219.59,-238.71
182.74,-173.08
-116.17,279.7
-93.38,-196.71
204.33,192.19
316.16,-37.74
-250,178.41
121.16,-346.87
206.58,-195.82
77.8,-273.3
-19.19,-312.64
64.09,372.25
-172.91,235.94
-142.79,-257.25
179.67,143.9
248.59,-219.96
-176.87,202.98
-387.25,-33.08
-264.34,151.32
-321.39,261.81
-364.87,-53.28
-227.81,168.15
-241.91,-226.74
-65.67,-314.62
45.94,-127.84
359.66,53.37
250.23,-59.54
-203.2,235.73
-316.86,53.48
-15.43,-443.86
-198.35,-159.91
-315.7,57.29
-201.4,-105.51
288.3,-136.2
-191.27,-277.41
186.02,233.9
-155.7,-295.94
120.37,266.45
401.37,122.98
281.23,-20.63
100.33,326.95
377.04,222.97
-193.17,-329.09
220.26,252.24
317.82,-144.68
226.11,-313.08
-298.62,-52.1
-403.98,-99.64
11.22,-444.12
-297.78,138.82
-340.86,155.19
161.73,354.81
-299.47,-308.57
14.72,-239.44
295.39,-247.7
233.03,-315.3
-169.5,395.79
233.75,309.8
-187.97,-310.11
-247.66,-22.66
380.02,-301.58
-304.73,221.28
31.03,361.31
202.8,-332.57
