x_pos,y_pos
453.77,355.56
612.07,319.83
-698.5,-82.83
-658.08,118.82
59.63,-702.5
-518.2,450.34
374.74,604.44
-668.12,-126.69
-643.09,-260.39
-663.31,340.85
332.36,632.24
589.88,-543.37
-129.05,768.65
644.34,-174.2
335.09,742.97
64.85,-818.1
372.22,744.91
342.41,-762.42
-686.96,-101.1
-800.2,76.65
-556.87,605.86
-351.38,-765.83
-124.35,-841.03
-8.18,864.93
164.85,-723.68
668.96,-6.34
51.52,-864.34
692.71,484.26
-176.17,-851.14
867.35,-27.87
-780.89,-65.67
-568.95,654.83
166.02,-831.58
819.65,-373.11
-655.83,623.6
-304.98,-818.31
806.02,-173.33
-669.2,-625.81
