x_pos,y_pos
170.81,-367.95
-383.35,-138.76
-309.93,-210.76
-72.47,400.09
409.53,48.02
-357.59,-208.24
368.6,211.13
-297.97,-312.82
170.02,-399.21
-313.52,247.4
-430.94,35.3
-305.02,315.43
271.78,325.44
96.75,-425.56
249.87,-364.13
-362.96,260.95
-322.11,313.04
275.44,357.42
-375.45,-240.47
-417.06,140.72
-255.02,373.01
444.18,-24.82
-160.44,-424.48
163.95,-435.23
377.6,-278.31
51.74,-395.25
268.8,-397.19
-25.46,484.34
455.96,189.45
-426.54,-218.76
-372.62,271.54
-18.42,497.07
485,-130.81
-441.06,-250.62
-460.72,-129.07
-401.58,304.84
227.08,-465.33
-426.55,288.57
-498.19,113.31
-445.12,289.98
-429.13,204.36
-459.07,289.05
-492.98,-162.99
436.08,-281.25
236.3,-491.42
484.59,-235.36
-374.66,401.97
303.42,459.39
-371.1,-395.83
492.55,-46.38
409.35,366.4
414.99,-364.87
-366.47,-443.95
389.84,432.21
430.09,357.99
-494.58,275.49
-499.69,243.53
334.09,499.74
462.07,-358.25
496.66,-336.64
404.93,-453.75
-498.82,-220.48
-396.52,477.34
407.92,457.42
457.08,-444.55
