x_pos,y_pos
111.02,59.3
-125.08,48.55
64.92,-77.94
36.54,9.81
-5.87,74.99
139.08,25.83
-86.6,124.66
131.43,110.5
135.04,-107.51
-58.36,163.89
-86.97,15.82
119.73,-76.66
175.71,-34.54
-37.92,174.34
-85.62,-185.9
159.49,127.45
164.08,-92.03
-134.89,-174.24
-165.41,-131.3
140.56,-124.16
178.5,101.46
219.37,41.15
138.63,83.93
222.13,-55.39
116.55,195.39
217.54,-74.12
-75.92,-208.71
114.54,198.11
165.61,-162.9
198.04,-123.24
206.73,-95.73
-285.36,-29.9
-117.44,234.8
-151.59,-247.24
132.02,210.36
-239.66,-111.65
249.37,150.86
156.71,240.61
83.76,-284.64
222.31,201.72
-119.5,-290.63
-288.65,-23.48
-130.36,286.56
-275,-138.61
129.21,290.06
64.25,-337.52
-334.96,10.36
341.9,-44.13
-168.49,-306.23
-170.29,264.18
83.92,349.23
287.02,-206.04
-354.1,49.62
145.15,287.13
252.23,-284.03
-351.77,130.25
33.89,386.17
141.14,-360.37
254.26,295.52
116.46,-364.54
-79.96,383.24
51.74,-395.25
-390.66,51.11
318.07,-248.25
-319.99,12.79
