x_pos,y_pos
531.74,-500.66
569.79,-497.15
732.95,199.62
314.96,689.31
549.31,535.67
-79.26,-754.3
587.07,-502.85
115.83,-764.32
544.07,-544.71
-18.12,705.7
-60.13,-754.53
772.44,173.58
345.88,-677.44
126.2,-792.83
757.14,239.88
761.87,-208.98
-58.26,-798.64
257.67,-782.25
-319.64,780.46
834.89,-126.66
-216.53,809.83
-526.53,-662.7
-735.32,294.39
-276.42,-809.3
279.62,-810.68
4.01,-850.5
867.7,-56.42
-858.76,-189.29
8.65,-881.36
716.58,370.61
-435.35,-767.06
575.56,-585.34
-262.5,839.79
741.38,478.13
872.76,-127.67
499.85,749.4
-363.81,-805.15
533.05,730.49
805.1,283.74
-364.91,830.55
-33.28,-905.35
-892.71,176.11
-536.98,-729.77
-534.18,723.8
728.79,506.49
797.78,-454.47
804.08,432.8
483.72,-778.33
719.99,-576.86
690.95,-607.73
31.13,910.82
-647.38,-668.21
-201.19,894.5
-890.31,274.17
-697.94,608.35
364.4,-860.45
-242.25,-902.38
19.23,920.55
906.9,-202.24
-885.73,298.11
351.16,-871.64
-526.05,-793.11
908.23,216.3
