x_pos,y_pos
-642.43,689.16
226.91,-930.03
753.27,-553.68
777.29,-560.53
-866.39,422.26
-850.15,-433.79
508.98,-800.34
-76.61,957.66
-779.15,580.64
-966.4,77.48
366.41,-913.1
931.03,-320.5
-832.39,533.59
-499.04,-834.51
-964.94,-38.98
-655.09,757.74
479.81,-880.67
935.78,-363.12
267.27,955.15
755.6,601.57
992.32,186.43
-810.31,601.34
776.12,639.63
-617.35,813.44
409.01,946.55
-879.78,451.69
259.41,-986.36
-730.13,-730.62
-984.43,-355.03
-297.05,-993.15
-956.52,399.51
-929.48,481.41
797.15,-721.68
-368.43,-979.48
945.34,-227.2
-703.87,791.44
875.88,-655.6
815.79,-714.36
-765.91,782.14
655.33,856.94
-995.87,407.92
632.7,-986.49
958.04,684.09
-629.34,921.5
528.31,945.37
711.5,959.52
-857.68,-828.48
-744.18,941.6
895.9,660.52
-755.63,970.05
771.16,-933.75
-979.72,797.5
-991.45,725.24
843.65,972.83
758.88,805.1
-847.74,979.24
-932.05,-922.24
-996.94,916.39
-940.12,-785.31
837.18,994.05
850.42,-891.91
-986.68,941.69
957.78,950.12
