x_pos,y_pos
370.02,548.69
337.27,-591.29
-559.59,-414.67
635.24,272.12
601.08,357.83
-678.19,232.7
-697.38,-247.03
297.24,691.17
-148.22,598.03
176.65,678.18
469.02,-489.79
-565.73,512.41
730.74,302.55
502.27,-577.76
557.59,-562.7
389.99,-695.92
688.99,95.54
-603.26,-534.48
214.29,765.8
-585.15,-550.24
740.41,329.04
811.39,-34.55
632.58,492.1
-554.5,-585.12
-756.01,15.23
320.43,769.54
-699.7,452.05
527.25,652.09
740.61,384.61
69.04,-841.04
-7.01,812.94
461.05,706.31
21.91,844.3
-404.27,-701.35
-734.1,403.57
532.62,676.29
8.32,856.83
526.5,-692.51
-817.91,295.6
837.74,235.06
-791.05,295.33
645.52,553.74
-705.94,-511.24
301.9,833.39
-584.74,619.26
357.18,821.23
634.2,636.14
