x_pos,y_pos
-121.67,1294.35
-1032.25,837.74
-1318.96,235.45
727.03,-1153.62
1241.91,432.21
-935.01,-998.56
-1347.98,111.09
177.21,-1363.54
675.74,1128.81
549.81,-1272.04
575.04,-1091.28
-409.6,1325.23
1220.52,631.55
490.52,1314.15
448.36,-1322.52
-930.79,1052.9
-1074.95,874.25
1236.46,-584.42
-1049.85,-910.08
-790.38,1179.07
-774.87,-1169.93
1404.19,67.79
746.35,-1104.3
621.33,-1339.15
-395.58,1388.26
-921.54,-1093.61
-1116.05,977.29
-247.88,1405.67
213.53,-1468.26
893.24,1184.6
1472.91,-273.89
-598.55,1299.65
-957.96,1145.81
1474.87,-360.4
1372.48,-442.91
1318.75,784.03
285.82,1474.98
-846.58,1227.98
932.43,-1229.08
