x_pos,y_pos
475.01,636.71
-338.34,705.3
-638.29,-420.57
-665.16,-470.89
859.2,47.25
-883.94,-7.62
-59.55,-824.84
97.41,-858.69
-683.48,578.3
275.38,856.07
59.46,914.7
685.83,604.4
534.56,-579.78
617.17,523.28
-780.4,253.54
945.26,-100.54
-861.01,418.72
-938.3,-227.24
-451.29,-832.68
488.37,-822.28
170.76,970.31
-738.05,-665.57
101.81,1001.43
-317.09,957.11
-355.52,-848.71
986.14,244.83
602.95,-676.48
-616.62,-828.88
-302.62,982.13
-647.3,805.51
-7.31,919.44
-328.96,-976.54
-970.05,-394.19
745.95,-665.65
-912.74,-525.88
1000.6,-371.88
863.67,602.35
-975.85,-423.78
-652.72,794.14
