x_pos,y_pos
296.74,-13.82
-310.34,29.76
141.74,5.49
-298.24,-99.94
-43.96,133.96
212.18,87.28
149.05,142.04
126,329.21
247.76,335.17
-96.79,326.56
343.99,93.22
421.87,-37.55
384.66,-284.18
239.78,-383.21
246.94,375.61
-493.93,-135.31
352.11,204.4
275.97,-413.81
-240.94,-138.55
531.84,177.01
567.28,104.95
-485.6,-354.99
554.97,205.21
-506.82,-144.62
-331.34,-409.51
327.2,-482.81
-357.65,495.27
567.98,339.92
-581.55,382.69
-611.88,366.48
164.74,656.31
-723.03,177.55
151.56,-679.05
479.39,369.93
-669.22,275.53
-553.83,25.53
-390.82,-678.17
674.54,381.54
363.75,690.15
