x_pos,y_pos
68.62,-42.06
-11.38,148.15
312.47,105
69.87,251.75
326.64,-155.66
-391.24,125.37
408.21,207.92
-312.4,134.77
128.79,-441.26
457.48,-74.52
-362.79,-176.17
417.8,228.63
-145.18,-444.24
485.66,-66.08
155.58,-501.03
447.56,-222.81
-462.41,282.59
471.71,113.14
-250,526.91
425.47,-361.77
458.51,-385.64
-345.78,505.63
-564.73,74.28
508.57,-344.73
268.04,-137.83
672.97,114.75
-579.76,-220.23
-47.51,719.18
513.41,367.57
-31.93,693.37
644.46,343.49
279.7,-667.29
-758.24,-123.03
471.28,624.38
-684.49,307.86
-135.8,589.95
