x_pos,y_pos
659.52,-308.82
797.08,109.51
-533.84,-602.13
807.29,247.02
-525.16,-583.07
-333.71,-724
-647.2,509.18
206.97,842.75
-113.65,-858.9
610.65,-644.09
326.83,-853.63
-871.47,-88.18
833.5,378.12
383.14,-831.19
-941.1,-206.49
-793.2,-328.17
-926.66,135.88
-953.63,-169.06
-957.69,130.88
-923.9,-336.33
-54.57,921.67
988.88,4.34
-491.2,857.61
438.15,941.7
-227.52,995.2
-439.78,-976.01
603.41,-857.8
923.97,607.27
-830.22,769.03
-508.29,-902.87
-955.77,-180.14
715.22,996.17
926.99,744.82
-966.68,742.85
-643.58,986.04
-913.66,-831.65
