x_pos,y_pos
365.91,-137.24
-362.72,170.98
301.08,-265.68
-398.81,74.24
-142.69,-374.67
391.09,-125.79
185.38,374.73
-370.18,-201.94
403.08,-124.63
-418.73,-57.46
298.08,-286.24
305.03,293.59
-345.06,202.59
348.62,160.06
408.48,-144.42
-250.67,-345.86
392.8,184.68
-327.54,291.11
-430.58,-81.38
-426.03,-44.21
-442.33,35.05
92.92,435.07
258.64,-380.99
408.96,153.6
-304.12,-354.33
-91.46,448.98
-316.53,346.73
69.17,456.38
-140.03,450.83
-391.7,266.96
-320.21,300.59
57.04,-472.83
426.79,214.81
-432.23,-206.89
-85.45,-467.85
477.25,18.03
472.79,-78.28
378.26,-295.37
106.28,470.11
227.59,-428.68
-343.47,-349.07
-413.81,242.24
492.82,79.91
-409.7,268.92
-379.57,-325.37
-275.81,-421.67
-236.84,426.07
-190.32,447.94
-337.07,386.13
-113.06,-494.34
-464.41,-219.62
392.58,-331.99
-286.38,428.52
193.15,-486.46
484.18,180.18
-489.16,-193.73
248.05,471.74
450.08,-278.04
307.21,424.84
433.59,-310.02
-493.17,219.99
-287.86,458.9
-488.84,232.51
-395.7,371.09
-319.24,-439.64
-287.05,459.51
341.14,365.61
-393.18,-371.62
274.58,-477.49
-456.51,306.79
357.44,-436.54
-441.72,326.46
-430.88,-378.26
269.32,-487.76
-334.41,468.52
378.61,-440.44
-434.21,392.88
431.4,-399.04
411.29,431.29
364.82,-483.04
-460.28,403.65
450.45,423.22
435.53,-406.08
-467.88,310.25
440.78,377.27
371.3,-499.08
498.41,424.39
430.97,-466.58
459.83,-487.1
436.4,447.42
-461.06,498.33
461.09,439.18
488.99,-446.28
497.26,-475.79
