x_pos,y_pos
30.29,62.43
1.97,-30.75
-34.08,61.45
-25.41,51.87
18.97,-80.43
85.48,-49.83
-10.52,-16.38
-97.26,29.7
70.01,-54.39
-68.2,76.35
55.76,-82.92
41.78,113.17
-98.11,34.41
30.17,108.28
-124.9,16.56
-90.88,94.57
123.66,-92.23
115.22,-59.9
-123.47,72.78
162.46,6.96
-145.34,89.01
-122.46,-100.16
-60.25,84.25
176.48,-18.14
78.87,163.8
90.6,-173.99
162.53,-20.97
-24.2,180.3
-28.22,-211.44
-187.31,12.95
-42.91,-218.29
-93.48,-173.77
174.73,133.38
-194.01,-116.52
123.8,200.17
236.31,-39.02
136.39,-200.39
-223.32,-6.59
184.28,162.2
-194.39,153.43
-163.5,-190.68
-156.89,-188.05
-185.3,172.47
174.56,-179.11
122.31,223.58
-173.95,182.15
206.29,-167.48
-35.26,275.54
-211.75,147.23
-114.07,-254.85
243.07,119.26
30.12,224.13
128.19,-246.83
176.34,217.63
276.32,74.94
-76,-288.48
298.89,22.87
280.44,-99.95
153.76,265.66
-213.23,-212.39
134.09,-280.66
22.44,310.27
-9.95,316.5
-252.3,163.87
243.57,-205.98
204.25,-245.47
-66.56,283.9
226.77,-223.86
305.96,132.04
303.57,-150.91
-72.02,330.12
182.82,-274.72
167.96,302.85
-58.91,-347.5
46.21,358.1
89.59,355.66
125.18,304.78
7.2,-367.22
-136.42,330.69
-330.47,122.99
-233.39,293.61
59.34,-374.75
211.69,299.6
-123.74,-358.92
-380.57,38.78
262.48,-279.5
-88.44,360.09
-256.63,-284.51
-378.27,-89.78
-154.59,-338.26
-388.75,-74.16
-79.81,-387
-332.33,216.99
-85.78,-391.47
