x_pos,y_pos,p_flag,volts,weights
164.1,190.37,0,2.49662,10
187.79,191.64,1,4.60773,9
60.01,-454.29,1,3.79764,6
424.4,-226.62,1,3.16824,3
17.52,213.74,0,2.49748,10
-142.98,329.93,1,4.60773,9
-176.22,-47.79,1,3.37469,4
-16.5,-129.19,1,3.05868,3
51.66,495.34,0,2.33596,10
-165.61,239.82,0,2.84603,10
453.93,28.76,0,2.39416,10
398.04,-31.07,1,4.60773,9
-248.14,268.03,1,4.60773,9
478.07,13.07,1,4.52124,9
-288.4,-150.19,1,4.24181,7
223.4,100.77,0,2.48528,10
-111.54,-58.89,1,3.5032,5
331.56,-82.11,0,1.81906,8
-32.27,192.23,0,2.60413,10
-212.84,389.63,1,4.60773,9
101.99,-184.98,0,1.78683,8
279.29,-431.45,1,3.13547,3
-377.9,398.88,1,4.26991,8
-1.25,-156.71,0,2.26507,10
-432.41,295.4,1,2.954,3
170.13,70.91,1,4.44546,8
-244.86,-194.38,1,4.51695,9
-316.19,496.32,0,2.1399,9
-318.12,231.44,1,3.57694,5
417.43,476.93,1,4.60773,9
-271.94,218.8,0,2.80792,10
478.51,-423.2,0,2.30267,10
-203.72,100.98,1,3.33996,4
466.24,-316.35,1,2.96011,3
-336.98,-169.13,0,1.94097,8
81.57,-298.61,1,2.94735,3
135.08,305.65,0,2.16164,9
188.24,-84.37,0,2.30736,10
111.1,-303.03,1,3.76737,6
52.78,-474.53,0,1.85686,8
-117.65,16.18,1,4.05542,7
-154.2,-32.5,0,2.15808,9
126.47,-148.69,1,3.01726,3
264.5,-229.49,1,4.1272,7
-11.81,-309.77,1,4.25601,8
-290.59,-134.28,1,4.35651,8
287.41,-133.47,0,2.3905,10
-375.33,-196.31,1,4.60773,9
210.79,-40.41,0,2.80233,10
300.13,132.24,0,2.80334,10
140.76,-394.29,1,4.60773,9
-277.78,-375.08,0,2.54272,10
-264.69,170.99,1,4.48187,8
171.07,383.21,0,1.90617,8
154.73,497.52,1,4.51494,9
-251.23,367.77,1,4.12667,7
334.04,249.06,0,2.14785,9
66.85,244.79,0,2.51326,10
103.06,374.2,0,2.67348,10
54.88,-310.43,0,2.37043,10
81.32,59.84,0,2.85356,10
84.49,182.29,1,3.81602,6
-364.83,392.67,1,4.60773,9
-390.86,434.34,0,1.76695,8
153.04,301.55,1,4.37757,8
-78.02,155.21,1,4.60773,9
-245.41,273.34,0,2.45548,10
-382.36,397.48,0,2.8521,10
-452.67,-174.13,1,4.16702,7
366.89,-388.23,1,3.98844,6
-54.99,316.73,1,4.60773,9
401.66,181.45,1,4.41188,8
139.84,305.97,0,2.86118,10
486.21,448.76,1,3.49873,4
152.36,449.14,1,3.57079,5
237.42,418.78,0,2.43873,10
-273.25,-48.29,1,4.24345,7
-278.58,-430.36,0,2.73769,10
222.29,461.97,0,2.16907,9
-120.64,-370.14,0,2.55647,10
17.94,-153.91,1,4.10058,7
-471.92,-155.48,0,1.97288,8
135.89,31.07,0,2.55083,10
329.86,-480.8,0,2.48676,10
-198.64,-356.39,0,2.84082,10
439.74,-305.92,0,2.96371,10
-244.1,66.53,0,2.56381,10
436.54,44.09,1,4.60773,9
22.93,-114.72,0,1.82374,8
492.37,202.17,0,2.48971,10
-215.18,254.1,1,3.18428,3
-53.19,-43.77,1,3.26073,4
-213.33,-428.5,1,3.65231,5
304.81,243.63,1,4.60773,9
-371.73,35.68,1,3.05948,3
488.6,182.15,0,1.95145,8
-121.73,173.16,1,3.7422,5
-171.27,104.49,0,2.20533,9
-10.46,-38.71,0,1.83147,8
-202.9,-181.29,1,3.63751,5
-362.14,-414.19,0,2.38427,10
-356.99,-389.78,0,2.47086,10
402.56,-337.53,0,2.08643,9
-218.08,-364.8,0,2.2805,10
-385.42,165.41,0,2.9061,10
122.29,215.86,1,4.60773,9
-25.21,-328.34,0,2.53611,10
-431.81,255.5,0,2.54923,10
-330.99,-423.65,0,2.23202,9
-428.92,-369.87,0,1.83485,8
174.84,405.2,1,4.60773,9
-38.84,244.72,1,3.28502,4
90.98,-449.82,0,2.23295,9
410.77,271.35,1,4.17035,7
241.34,-108.9,0,2.91891,10
273.48,494.78,1,3.06226,3
333.39,216.33,0,2.5378,10
48.6,345.79,0,2.84154,10
-56,294.72,1,3.88874,6
-437.14,-85.84,1,3.5915,5
-63.16,-110.3,1,3.87737,6
-363.97,-183.95,0,2.36499,10
119.15,130.47,1,4.09394,7
342.31,-147.41,0,2.66405,10
-327.52,328.33,1,3.45563,4
285.73,-278.77,1,4.00697,7
-130.82,483.85,1,3.35407,4
249.09,425.12,0,2.80699,10
206.58,-484.62,0,2.36376,10
-42.21,344.63,1,2.96174,3
-365.17,485.05,1,3.25966,4
-366.47,422.71,0,2.48286,10
330.87,-473.64,1,3.75066,6
-373.24,-357.62,1,4.60773,9
466.3,-340.29,1,3.65557,5
124.23,287.46,0,2.35362,10
-442.28,-280.33,1,3.93005,6
267.06,-377.29,0,2.84366,10
218.37,-271.35,1,3.5504,5
495.56,-248.74,1,3.77832,6
337.29,-216.44,1,4.38291,8
468.91,237.13,1,3.52706,5
-122.98,381.72,0,2.48282,10
-456.87,308.62,0,2.24149,9
-244.53,-175.93,0,1.77933,8
-341.83,253.14,0,2.39718,10
472.38,36.43,0,2.33955,10
188.05,293,0,2.30231,10
-170.06,259.04,0,2.27531,10
-462.77,347.28,0,2.64621,10
346.89,-489.84,1,4.60773,9
-399.9,-321.28,1,4.59504,9
-97.37,205.75,1,4.45702,8
223.51,-239.71,1,3.62543,5
360.43,-416.16,0,2.03026,9
-316.49,190.69,1,3.80186,6
270.98,217.17,0,2.77381,10
207.19,137.03,1,3.94326,6
404.97,88.4,1,4.60773,9
-7.12,-15.16,1,3.07488,3
126.01,-237.8,1,2.99595,3
-439.7,-357.42,0,2.64464,10
-124.7,-73.23,1,4.60773,9
15.77,348.08,0,2.922,10
194.83,42.38,0,2.42175,10
-276.38,432.3,0,2.79882,10
73.17,329.91,0,2.1392,9
-367.58,179.94,0,2.02873,9
254.21,409.66,0,2.38466,10
-330.56,-129.01,0,2.63954,10
-11.46,405.6,1,4.60773,9
-479.52,254.9,1,4.60773,9
-44.87,431.84,1,3.12355,3
223.12,-412.47,1,3.96101,6
25.59,-334.3,0,2.43568,10
-110.79,19.36,0,2.14984,9
3.86,449.03,1,3.18179,3
433.08,-129.5,0,2.71434,10
150.38,481.65,0,1.95597,8
-430,-262.57,1,4.29534,8
-111.78,-376.87,0,2.83754,10
330.92,276.71,1,3.49379,4
-308.16,96.02,0,2.48648,10
17.78,-129.61,0,2.64811,10
-496.82,363.49,1,3.06459,3
144.26,300.1,0,2.65766,10
338,-213.17,0,2.0621,9
-257.78,-305.06,0,2.37399,10
393.34,209.74,1,4.60773,9
-49.83,-41.06,1,3.01302,3
144.33,-498.06,0,2.31712,10
351.54,257.56,1,4.23336,7
42.28,-63.38,1,3.55512,5
14.45,-221.62,1,4.28827,8
-378.15,-65.02,0,2.64195,10
-23.29,-385.09,0,2.34295,10
246.62,359.45,1,4.15038,7
153.26,-166.13,1,4.60773,9
-268.45,-46.6,1,4.04331,7
-112.2,-88.18,1,4.60773,9
-163.88,-200.11,0,2.82767,10
499.05,-246.66,0,2.44277,10
-448.24,-348.53,1,3.07887,3
270.41,-403.87,1,3.32702,4
-491.44,8.59,0,2.93185,10
83.87,393.54,0,2.26252,10
-57.83,-19.84,1,4.25329,8
67.74,-275.86,1,3.13862,3
-168.01,-245.26,0,2.66145,10
-385.67,-402.93,1,3.4957,4
-386.44,161.18,1,4.19573,7
-164.95,145.57,1,3.57819,5
58.86,340.13,1,4.12039,7
-426.83,-63.05,1,4.32893,8
-87.41,458.4,1,4.60773,9
-415.54,-277.99,0,1.81572,8
139.68,407.85,0,2.8209,10
229.05,148.08,1,3.3128,4
72.64,274.9,0,2.80396,10
121.77,-172.36,1,3.64594,5
-474.28,-360.04,0,2.4796,10
175.43,-458.8,1,3.96281,6
55.95,154.06,1,4.29176,8
-89.14,-190.85,0,1.8751,8
77.93,214.55,1,3.49122,4
438.94,283.92,0,1.79127,8
286.19,-134.33,0,1.75897,8
241.33,321.57,0,2.29577,10
-475.49,495.5,1,2.95377,3
399.11,-320.21,1,4.27236,8
-298.89,49.1,0,1.82958,8
-193.45,-410.55,0,2.46221,10
158.94,-144.62,0,2.54605,10
320.41,-294.12,0,2.52989,10
-307.87,-190.77,0,1.97836,8
462,-197.31,1,4.60773,9
-474.97,-71.48,1,4.16421,7
-174.71,298.96,0,2.59509,10
168.77,48.04,1,4.51697,9
-230.69,-288.93,1,4.34432,8
-153.35,-324.04,1,4.60773,9
-285.14,-48.7,0,2.27581,10
-379.78,-88.86,1,3.70668,5
-482.99,471.27,0,1.94541,8
349.26,-85.01,0,2.84904,10
74.06,-201.25,0,2.91007,10
-362.62,204.65,1,3.2551,4
210.89,-370.36,0,2.85421,10
496.79,314.72,1,3.71583,5
-415.65,264.88,1,3.82393,6
151.83,-196.6,0,2.68281,10
409.58,472.31,1,3.31885,4
52.27,83.72,1,3.99149,6
-94.37,488.42,1,3.86939,6
449.53,-125.32,1,3.38479,4
19.86,-202.06,0,2.73341,10
-209.28,-312.69,1,3.50166,5
275.47,-6.5,0,2.03404,9
343.8,-249.45,1,4.60773,9
274.82,408.01,0,2.6579,10
-20.43,113.67,0,2.3632,10
-327.49,158.9,0,2.22012,9
129.39,192.9,0,2.68004,10
-55.62,-288.88,1,3.9681,6
-51.43,449.81,1,3.13555,3
375.02,-387.36,1,4.60773,9
486.05,-27.72,0,2.27304,10
199.36,-179.75,0,2.96803,10
279.69,81.18,0,2.6639,10
482.76,-337.45,0,2.61786,10
404.45,-452.75,0,2.61947,10
49.41,190.83,0,2.7789,10
219.21,-275.61,1,3.44908,4
70.34,157.04,0,2.20267,9
-151.86,-102.96,1,3.24461,3
157.28,419.06,1,4.30096,8
-471.85,-88.46,0,2.93091,10
377.17,57.76,1,4.53582,9
-53.38,-493.74,0,1.86618,8
485.08,-294.12,1,3.75794,6
85.5,209.03,1,4.49439,8
449.88,-477.74,1,4.60773,9
283.55,364.26,0,2.73146,10
-253.33,3.95,1,3.07745,3
198.37,469.09,0,2.48207,10
34.05,197.49,0,2.54873,10
378.97,-487.71,1,4.14186,7
461.24,60.97,0,2.37343,10
96.25,371.41,0,2.66556,10
-242.56,-343.6,0,1.77092,8
107.12,430.39,0,2.43737,10
13.75,-390.1,1,4.48631,8
-453.53,412.72,1,3.5026,5
415.08,77.79,1,4.60773,9
-347.18,226.31,1,4.60773,9
-316.74,466.49,1,3.69819,5
-424.65,252.71,1,4.60773,9
22.43,98.35,0,2.23616,9
-178.25,398.81,1,4.60773,9
243.34,117.25,0,2.50573,10
-201.18,243.11,0,2.53415,10
-146.93,-91.04,0,2.84118,10
269.07,-185.7,0,2.43811,10
-76.33,-424.77,1,3.62881,5
-488.94,462.79,0,2.10339,9
248.53,407.73,0,2.49808,10
223.55,301.21,1,3.47191,4
333.81,-420.11,0,2.85914,10
-382.5,488.14,0,2.5283,10
302.48,330.22,0,2.1751,9
-29.54,120.91,0,2.57559,10
235.43,-38.54,1,4.60773,9
-466.89,139.4,0,2.70917,10
57.43,210.92,0,2.91554,10
-425.28,91.74,1,4.05195,7
-49.68,-292.34,1,4.60773,9
116.65,-496.86,0,1.87366,8
163.02,-208.44,0,2.09145,9
418.8,-79.97,0,1.78668,8
-187.55,-33.86,0,1.90117,8
-318.37,189.81,0,2.93294,10
-83.76,262.22,0,2.15669,9
218.95,-386.08,1,3.19029,3
139.45,-356.01,0,1.92178,8
-360.13,-235.98,0,1.92333,8
74.69,38.88,0,2.32304,10
-458.24,-14.83,1,4.5095,9
379.38,-110.52,1,3.528,5
-364.8,-432.19,1,2.94867,3
-464.03,-127.19,1,4.60773,9
-115.09,-431.07,0,2.82616,10
-41.44,-257.09,0,1.90262,8
74.09,423.53,1,4.15123,7
-357.29,-306.6,0,2.54357,10
235.4,-444.42,0,2.24036,9
-342.36,-470.35,1,3.38663,4
-192.49,-314.46,0,2.78907,10
387.42,402.74,1,3.08639,3
-232.92,-316.55,0,2.0486,9
-339.71,-239.35,1,4.46374,8
393.91,-166.36,0,2.36891,10
-5.19,-459.55,0,1.85092,8
428.32,-161.56,0,1.83106,8
159.2,-181.23,1,3.6517,5
234.65,135.49,0,2.84011,10
-399.84,39.34,1,3.23535,3
-75.83,-430.55,0,2.27369,10
-405.09,-101.7,0,2.73689,10
440.85,-278.55,0,2.86901,10
-338.46,430.89,0,2.60638,10
-262.98,293.56,0,1.8682,8
142.1,392.64,0,2.95393,10
189.42,492.64,1,3.34674,4
206.66,198,0,2.53199,10
143.72,103.74,0,2.96778,10
477.74,-256.33,0,2.38278,10
430.57,78.43,0,2.15655,9
15.75,-89.28,0,2.44129,10
166.69,279.24,0,2.12443,9
-133.85,-416.31,1,3.34563,4
-273.34,-34.9,1,3.47774,4
258.07,-237.88,0,1.75365,8
97.37,458.11,1,3.2237,3
25.03,298.7,0,2.43889,10
390.18,-338.48,0,1.7605,8
-304.46,-408.43,0,2.36041,10
370.51,-492,1,4.60773,9
471.76,-36.69,0,2.67636,10
285.87,-467.86,0,2.36206,10
125.36,-193.11,1,4.31062,8
-108.04,-335.45,1,4.05106,7
-135.79,-437.43,0,1.77164,8
-5.08,122.94,1,3.74835,5
-484.97,-403,0,2.91478,10
-478.37,387.69,1,4.60773,9
-7.02,214.95,1,4.60773,9
190.93,104.09,0,1.86252,8
74.73,-71.84,1,3.59713,5
313.71,4.85,0,2.52868,10
-477.2,192.17,0,2.30903,10
8.19,-326.66,0,2.87971,10
-361.04,-311.1,1,2.91922,3
363.55,381.08,0,2.58944,10
94.19,136.15,1,4.51536,9
-480.31,-277.52,0,1.98509,8
-231.25,318.28,1,3.147,3
278.78,-306.42,0,2.88441,10
418.55,-216.39,0,2.50789,10
-430.38,-73.66,0,2.11412,9
275.75,-453.27,0,2.77395,10
287.41,470.75,1,4.60773,9
-487.1,-26.25,1,3.10835,3
37.88,-187.57,1,4.60773,9
-271.51,282.69,0,1.79103,8
-89.92,-423.44,0,2.9596,10
296.46,-165.66,0,2.8777,10
131.3,-65.19,1,3.29257,4
33.87,-390.58,0,2.168,9
-140.14,-441.59,0,1.85579,8
-77.35,159.16,1,3.69528,5
268.46,385.59,1,3.2062,3
372.74,-103.71,1,4.60773,9
-2.38,493.16,0,2.26396,10
444.86,-439.45,0,2.55227,10
467.21,410.18,1,3.14804,3
-228.09,-477.46,1,3.31183,4
-176.09,-207.67,1,4.60773,9
-126.35,-128.94,1,4.1871,7
-398.67,-99.94,1,4.26792,8
-14.26,-463.23,1,3.61263,5
-159.85,286.27,1,3.07787,3
-328.34,453.72,0,2.61502,10
472.48,461.35,0,2.4362,10
194.05,-75.03,0,2.78085,10
-404.59,-100.64,0,2.51863,10
415.4,-184.51,1,4.60773,9
284.96,176.47,0,2.70265,10
-81.06,-159.1,0,2.38014,10
-141.55,56.78,1,3.73012,5
-419.89,205.51,0,1.80661,8
-385.22,-2.49,1,4.60773,9
