x_pos,y_pos,p_flag,volts,weights
1283.77,174.74,1,3.27834,4
-358.74,-321.66,0,2.55117,10
148.69,10.7,1,4.70878,9
-605.32,-133.87,0,2.75275,10
-72.79,-1308,0,1.90385,8
328.73,-1153.86,1,3.60218,5
-158.97,308.42,1,3.86228,6
-1473.8,221.61,0,2.45089,10
1488.89,-996.43,1,3.47106,4
-930.79,1052.9,1,3.14812,3
-1080.02,309.02,0,2.69118,10
-344.32,-304.8,1,3.38323,4
297.91,-218.52,1,4.46615,8
669.12,-528.76,0,2.93612,10
-68.11,-496.19,1,3.6142,5
-264.29,629.9,1,3.37991,4
573.5,-740.33,0,2.33609,10
1189.74,624.37,0,2.89989,10
180.29,-330.15,1,4.06162,7
-1388.3,657.65,0,2.97086,10
-387.99,1082.65,1,4.17024,7
-1080.06,-238.93,0,2.52392,10
1389.65,-1001.99,1,4.16646,7
-652.72,794.14,1,4.73595,9
-1384.03,-87.29,0,1.86453,8
-1123.86,1084.22,1,3.25332,4
-863.79,-698.89,1,4.73595,9
530.91,445.37,0,1.95269,8
-610.31,1240.68,0,2.09113,9
-507.48,-1483.3,0,2.54575,10
1354.02,1052.74,1,4.59728,9
147.28,-1396.59,0,2.28434,10
1043.3,-462.91,1,3.98742,6
-745.45,-169.17,1,4.62304,9
-1428.13,-514.69,0,2.73748,10
166.11,1342.89,0,1.99564,8
-647.82,-1449.64,0,2.59817,10
-727.04,-222.77,1,4.22133,7
132.37,255.51,0,1.79905,8
1045.12,1022.04,0,2.19869,9
-471.04,-734.14,0,2.01387,9
940.76,1127.08,0,2.49093,10
-1243.54,203.72,0,2.7138,10
771.08,-889.91,0,2.65196,10
1313.74,-1471.02,1,3.6023,5
363.88,1313.1,0,2.59428,10
109.26,144.51,1,4.26271,8
548.93,-242.86,0,2.86941,10
1090.52,-244.9,0,2.43986,10
199.83,-1028.31,0,1.833,8
208.62,798.82,1,4.35049,8
663.62,-1042.76,1,4.65611,9
1110.48,-1210.07,0,2.29683,10
1154.35,990.92,0,2.08372,9
-184.47,-530.44,1,3.51087,5
1069.57,-1397.47,0,2.25826,10
-378.87,-440.2,1,3.86487,6
-837.75,-666.65,1,3.71828,5
221.94,467.96,0,2.0989,9
707.23,1081.83,0,2.05286,9
-247.88,1405.67,1,4.73595,9
-976.81,359.9,1,3.56273,5
1220.85,-773.96,0,1.8315,8
1427.61,1237.96,1,3.99393,6
980.08,410.17,0,2.60607,10
-1183.53,-292.43,1,4.73595,9
-1414.6,-596.39,0,2.07927,9
931.08,489.8,0,2.85348,10
1296.36,-1114.77,1,4.73595,9
-1340.47,-1361.87,0,1.83216,8
1494.44,-322.61,0,2.38509,10
147.18,959.72,1,3.56049,5
872.46,1207.65,0,2.42402,10
-829.93,-87.16,1,3.41004,4
-1155.06,-278.79,1,3.70549,5
-199.61,1159.97,1,3.42583,4
-1339.29,-1135.86,1,3.0017,3
-1048.15,249.65,1,3.42355,4
141.74,5.49,1,4.73595,9
523.3,-513.49,0,2.43685,10
-169.3,1323.17,0,2.54834,10
745.95,-665.65,1,4.73595,9
748.33,-1153.35,0,2.69394,10
1467.07,1100.99,0,2.38776,10
1094.51,-910.03,1,3.71789,5
-606.04,718.08,1,3.66221,5
-1377.25,-388.73,0,2.19818,9
534.56,-579.78,1,4.73595,9
-1097.94,-984.66,0,2.91168,10
-493.94,-1145.04,1,4.6781,9
873.09,-125.92,0,2.7274,10
-434.2,-420.04,1,3.1364,3
264.64,358.6,1,3.8598,6
1187.21,-1271.3,1,3.63532,5
1493.43,-241.44,1,3.2836,4
-1290.85,-760.98,1,4.36039,8
-496.73,-765.86,1,3.81853,6
-638.29,-420.57,1,4.73595,9
-929.42,-602.49,1,4.50687,9
37.24,1172.68,1,4.51347,9
637.97,-957.62,0,2.81927,10
-454.71,-1394.48,0,2.89777,10
-797.14,1409.55,1,4.2986,8
-862.42,-52.16,1,4.12614,7
-1390.72,916.75,1,2.96131,3
-663.22,-14.56,0,1.96508,8
1086.2,981.12,1,3.65219,5
1375,1213.94,0,2.8031,10
632.61,1419.07,0,2.19548,9
-1124.29,94.74,0,2.33107,10
1121.86,192.76,0,2.94834,10
-752.12,-451.25,1,4.64621,9
-492.76,-193.4,0,1.78192,8
635.77,1398.27,0,1.97762,8
-719.75,-562.41,1,4.01059,7
-318.6,652.03,0,2.03737,9
-351.01,-766.6,0,2.87493,10
805.46,-761.12,1,3.43856,4
-129.73,-687.62,0,2.06212,9
1465.69,326.3,1,4.6554,9
828.88,-406.12,1,3.66229,5
328.59,-401.41,0,2.86802,10
-252.52,1121.92,1,4.05235,7
958.51,-833.85,1,4.61247,9
-318.61,-693.71,0,2.17684,9
1096.2,-1265.87,1,3.95978,6
-520.32,392.9,0,2.01941,9
-1037.55,-640.03,1,3.93469,6
1151.64,-87.67,1,3.38758,4
-396.07,989.35,1,3.9758,6
-43.96,133.96,1,4.73595,9
-820.7,1223.27,0,2.27354,10
-281.63,-57.1,1,3.58986,5
-157.82,-1400.92,0,2.04828,9
1104.19,-915.76,1,4.42978,8
1394.54,-460.06,0,2.17673,9
-610.55,1045.28,1,4.37199,8
1306.52,-935.63,1,4.73595,9
-1457.65,-295.47,1,4.52324,9
-579.04,1409.53,1,3.76502,6
246.94,375.61,1,4.73595,9
773.66,516.45,0,1.84657,8
730.02,-25.47,0,1.8794,8
-485.6,-354.99,1,4.73595,9
66.93,313.23,1,3.16754,3
1349.01,-1487.94,1,4.623,9
-1024.95,1154.67,1,4.49359,8
-12.28,-949.18,0,2.98064,10
-1151.19,1359.82,0,1.96942,8
1056.82,997.93,0,1.81458,8
1276.01,105.45,0,2.73399,10
-816.67,-331.2,0,2.79706,10
-846.58,1227.98,1,3.24019,3
-1291.18,-360.34,1,4.16787,7
1092.15,69.74,1,4.73595,9
1169.62,-1091.63,0,2.30648,10
-399.31,-160.28,0,2.11311,9
366.51,-1146.19,1,3.37135,4
1191.74,283.68,0,2.17259,9
-830.64,1082.29,1,3.62308,5
-1363.99,-648.68,1,4.63065,9
-1375.26,1297.46,0,2.21796,9
296.74,-13.82,1,4.73595,9
-1192.01,254.76,0,2.12451,9
-201.22,1328.03,0,2.81199,10
-871.74,-358.16,1,3.82274,6
826.94,971.35,1,3.58604,5
1021.11,227.64,1,3.68727,5
460.81,-1474.86,1,4.73595,9
-1226.19,89.19,1,4.12977,7
-893.11,-521.31,1,4.49629,8
-1292.14,1009.93,1,3.19277,3
-771.62,524.03,1,4.51758,9
1250.03,-1322.75,1,3.40679,4
327.2,-482.81,1,4.73595,9
-651.71,1377.92,0,2.92918,10
-1458.78,1373.37,0,2.71803,10
957.4,-31.74,0,2.86288,10
-591.02,-667.56,0,2.14882,9
995.33,1067.5,1,3.33029,4
-226.42,-186.64,0,2.39271,10
-451.19,1287.73,0,2.29887,10
770.42,0.36,0,2.78482,10
-669.22,275.53,1,4.73595,9
1324.87,578.54,1,3.55956,5
1188.21,222.95,1,3.62469,5
-428.83,-1409.43,0,2.76104,10
-990.25,-1190.44,0,2.42137,10
-1306.75,-710.45,0,2.86182,10
921.1,-1439.18,0,2.7972,10
-490.02,342.08,0,2.61913,10
760.53,-163.9,0,2.39332,10
1435.89,-740.38,1,4.73595,9
-1386.31,-543.18,0,2.81988,10
165.99,794.59,1,4.44765,8
1062.33,-1280.99,0,2.48587,10
1359.13,-382.63,1,4.42436,8
-1312.63,-591.71,0,2.37119,10
-461.23,-699.58,0,2.11508,9
-783.21,336.94,1,4.14325,7
694.11,997.41,1,4.33765,8
1453.95,208.87,0,2.29768,10
41.11,926.4,1,4.71459,9
-301.65,91.3,0,2.23632,9
-1455.56,-1297.3,1,4.48257,8
1014.1,-440.07,1,4.41754,8
-766.7,380.19,0,2.00038,9
-80.52,-371.23,1,4.10955,7
1459.78,-215.56,0,2.07357,9
655.44,-620.79,0,2.24901,9
-271.3,-965.06,0,2.03639,9
-244.64,1020.35,1,4.73595,9
223.8,-875.97,0,1.92877,8
-7.31,919.44,1,4.73595,9
-916.21,280.46,1,4.17906,7
531.84,177.01,1,4.73595,9
1384.87,-915.24,1,4.73595,9
988.38,-1219.03,0,2.88916,10
1304.93,-781.11,0,1.82664,8
835.67,-844.92,0,1.78399,8
-187.27,-608.37,1,3.37039,4
746.35,-1104.3,1,4.73595,9
1093.81,-1057.31,1,3.85775,6
-1204.86,-190.59,0,2.70132,10
-761.95,-436.67,0,2.4743,10
-283.16,-1380.03,0,2.81683,10
-373.74,166.2,0,2.00643,9
-146.21,-375.74,1,3.21347,3
4.48,1117.84,1,3.13746,3
-1169.63,539.68,0,2.81035,10
464.33,-770.46,0,1.87131,8
40.75,-176.56,0,2.66362,10
-1074.95,874.25,1,3.06821,3
475.01,636.71,1,4.73595,9
1163.68,-833.28,0,2.78258,10
440.22,-1480.81,1,3.62423,5
917.58,1294.77,0,2.6122,10
7.03,-1317.73,1,4.05131,7
-357.65,495.27,1,4.73595,9
1245.77,970.42,0,2.22661,9
-594.3,-1427.78,1,4.26462,8
354.95,-171.76,1,3.70891,5
346.56,-684.51,1,3.17058,3
627.14,-8.75,0,1.84099,8
1390,-232.76,1,3.41469,4
-918.13,-401.56,1,3.78437,6
1139.14,-614.73,0,2.70288,10
1026,-165.27,1,4.27168,8
-290.87,-1080.62,0,2.54709,10
553.34,-1099.47,1,4.37491,8
811.88,-232.36,1,4.35255,8
259.71,62.94,0,1.82208,8
759.36,693.34,0,2.47741,10
188.94,566.28,0,2.61093,10
922.24,-738.51,0,2.16162,9
996.27,415.22,1,4.73595,9
294.79,-568.23,0,2.87035,10
-544.83,16.6,0,2.30281,10
454.38,1482.55,0,2.61184,10
-1145.77,-1119.25,1,3.14428,3
-168.49,1294.28,1,3.63368,5
232.15,-1226.24,1,3.96526,6
125.17,-1355.53,1,3.84391,6
278.58,-844.95,0,2.63494,10
-438.56,640.99,0,2.47862,10
518.61,-1248.3,0,2.2501,10
1234.98,1006.02,0,2.79764,10
601.39,-1053.63,0,2.52521,10
439.88,567.6,0,2.664,10
71.58,748.78,0,2.86023,10
986.14,244.83,1,4.73595,9
-253.61,-401.31,1,3.51613,5
-1067.23,714.28,0,2.49644,10
1476.81,-368.43,0,1.97703,8
-330.59,-475.37,0,1.8635,8
47.55,750.37,0,1.93261,8
-1345.88,595.91,0,2.95602,10
372.64,7.1,1,3.64638,5
378.02,986.74,0,2.7255,10
-1411.97,426.38,0,2.60164,10
481.59,-255.41,1,4.13739,7
808.51,893.86,0,2.51864,10
1236.79,-359.51,1,3.39959,4
-413.81,-471.87,1,3.40066,4
-1194.74,433.39,1,3.15481,3
175.39,31.8,1,4.59349,9
223.71,-1308.01,1,4.12557,7
293.79,-698.57,0,2.32396,10
730.35,-1287.87,1,4.68939,9
911.2,924.39,0,2.82216,10
-1128.78,-1425.29,1,3.02778,3
-316.24,739.55,0,2.90925,10
-331.34,-409.51,1,4.73595,9
-307.35,1292.45,0,1.86845,8
131.27,1348.75,1,3.13263,3
-354.56,386.57,0,2.38215,10
1210.65,373.02,1,3.5282,5
1461.21,526.37,0,1.77659,8
-1372.21,1159.72,1,3.22888,3
-59.55,-824.84,1,4.73595,9
-51.96,-93.83,0,2.55943,10
-1388.1,-1175.26,0,2.24557,9
-648.56,1192.05,1,4.04996,7
-872.88,657.23,1,4.73595,9
-421.49,917.45,0,2.53558,10
-472.55,-701.36,0,2.17207,9
891.95,-507.5,0,2.49814,10
