x_pos,y_pos
69.04,-841.04
811.39,-34.55
360,-307.63
557.59,-562.7
740.41,329.04
518.83,314.53
-603.26,-534.48
461.05,706.31
297.24,691.17
-817.91,295.6
-404.27,-701.35
363.58,988.43
-515.48,72.86
21.91,844.3
354.82,-968.81
730.74,302.55
502.27,-577.76
357.18,821.23
259.35,-857.38
545.1,228.74
-585.15,-550.24
-645.7,-596.1
-697.38,-247.03
-554.5,-585.12
512.47,342.93
404.02,-140.79
301.9,833.39
-659.42,677.65
176.65,678.18
740.61,384.61
-836.21,360.71
737.13,701.54
527.25,652.09
549.79,-855.8
-791.05,295.33
-7.01,812.94
783.91,625.59
-965.64,978.38
8.32,856.83
320.43,769.54
-678.19,232.7
655.53,-614.54
837.74,235.06
-705.94,-511.24
-450.76,79.64
-559.59,-414.67
532.62,676.29
