x_pos,y_pos
500.87,-1109.36
135.11,-1241.2
-1057.82,-253.88
1106.53,671.06
-1079.01,-655.16
850.53,-949.05
735.7,-1027.78
919.05,-506.16
-420.87,-1498.25
1162.22,477.64
1135.65,73.6
-356.21,-1234.81
-1029.43,474.01
-182.33,-1325.41
-641.77,1264.8
1029.02,966.27
57.11,1394.27
-1159.77,-953.09
-135.08,-1386.59
365.17,-1344.5
75.32,1107.5
902.33,1072.88
1061.25,843.92
-846.82,1280.98
1374.87,354.16
-316.33,1395.5
739.6,1292.36
-116.54,-1481.66
882.93,1187.22
-1426.94,-897.58
-905,-1047.43
1463.21,355.93
1388.07,-627.22
1368,-1468.5
-665.25,1436.22
-1092.07,-1079.22
-1000.94,1193.25
