x_pos,y_pos
-231.71,433.38
-259.92,-368.64
144.32,491.53
394.67,271.68
-390.88,235.7
-299.47,-308.57
-411.3,-177.8
478.28,-78.97
321.25,162.95
-295.66,339.04
393.72,171.18
-361.37,-360.88
-171.05,424.82
424.9,70.86
183.82,-415.79
400.6,177.17
296.37,181.96
211.63,394.6
121.65,-482.77
-19.19,-312.64
-65.67,-314.62
475.03,16.09
230.48,-475.9
198.76,446.35
-472.28,-41.98
260.73,-439.05
-169.5,395.79
-472.41,-95.09
-443.42,356.23
-94.33,388.54
-283.23,-441.65
214.07,454.3
163.3,-411.2
-431.8,255.91
-86.77,387.16
-248.66,-386.56
311.76,-343.48
259.37,-365.61
-217.1,-321.71
-271.27,-497.47
50.36,468.26
444.72,-20.54
-488.67,-72.48
484.95,130.88
312.82,66.52
377.04,222.97
-492.42,10.12
-405.95,195.62
425.42,-206.56
374.17,146.67
458.56,-168.08
295.39,-247.7
266.97,422.22
-242.22,344.67
-293.8,-99.17
-447.26,50.45
117.8,-498.49
406.02,416.22
-469.72,273.24
250.86,360.89
461.89,118.08
-321.39,261.81
233.03,-315.3
-346.54,-384.87
119.77,-418.36
242.23,380.35
437.45,-466.9
-475.15,-198.94
-476.35,-193.18
-478.2,193.98
-396.36,-344.08
-316.45,480.64
-406.24,483.89
-290.52,433.33
-377.63,302.2
-271.37,-470.07
-212.49,-336.66
-458.51,442.7
338.4,-384.94
-235.61,-406.65
-376.09,357.85
-494.06,-229.07
350.78,474.52
455.12,-358.55
-229.11,-410.52
-434.2,266.7
399.75,-423.16
-342.96,398.64
492.57,-293.06
294.41,342.74
380.02,-301.58
498.12,-411.87
337.11,445.13
343.81,473.73
377.08,471.89
-422.15,301.71
478.23,-392.21
-349.13,388.96
-440.66,483.28
499.62,-254.43
474.77,-338.24
467.92,451.91
-498.33,341.54
