x_pos,y_pos
-68.83,-76.97
-7.86,-98.76
86.7,-52.59
115.29,90.4
179.67,143.9
106.24,-271.9
4.98,-3.7
6.61,24.06
-100.9,53.18
67.92,-3.15
-154.21,-79.56
-78.87,120.74
62.12,130.7
186.02,233.9
194.2,-83.89
-147.34,42.31
-153.49,20.61
132.14,-105.93
43.62,-15.1
95.66,-122.21
-203.2,235.73
162.78,-125.15
-212.35,-61.65
-110.06,124.91
45.94,-127.84
130.36,-253.25
-107.31,-182.39
-241.91,-226.74
-94.96,-192.71
-134.41,-79.26
-298.62,-52.1
-219.59,-238.71
42,86.6
-154.81,179.28
-93.38,-196.71
-116.17,279.7
257.01,-155.57
-304.73,221.28
281.23,-20.63
-198.35,-159.91
250.23,-59.54
-59.91,230.97
-155.7,-295.94
107.18,60.88
182.74,-173.08
-264.34,151.32
121.16,-346.87
107.13,-104.4
14.72,-239.44
77.8,-273.3
401.37,122.98
-227.81,168.15
-150.41,-173.99
31.03,361.31
248.59,-219.96
-94.72,163.75
-403.98,-99.64
-340.86,155.19
-297.78,138.82
-247.66,-22.66
-172.91,235.94
-219.78,-222.23
-15.43,-443.86
316.16,-37.74
288.3,-136.2
415.87,55.85
-250,178.41
-202.69,-123.52
-26.22,-372.53
-201.4,-105.51
-176.87,202.98
-213.77,-180.83
317.82,-144.68
-142.79,-257.25
204.33,192.19
-141.16,-390.9
64.09,372.25
223.77,279.39
206.58,-195.82
220.26,252.24
359.66,53.37
-191.27,-277.41
120.37,266.45
461.85,148.3
8.65,-165.13
-345.42,-131.28
-387.25,-33.08
-44.76,-381.71
-316.86,53.48
-315.7,57.29
100.33,326.95
-193.17,-329.09
11.22,-444.12
265.86,-383.12
202.8,-332.57
-60.09,381.59
233.75,309.8
-187.97,-310.11
-364.87,-53.28
245.66,-374.13
-303.57,244.17
161.73,354.81
226.11,-313.08
