x_pos,y_pos
25.37,-668.57
404.02,-140.79
655.53,-614.54
360,-307.63
740.61,384.61
512.47,342.93
-791.05,295.33
645.52,553.74
301.9,833.39
-699.7,452.05
-697.38,-247.03
149.17,938.98
-855.3,-183.5
-565.73,512.41
549.79,-855.8
730.74,302.55
267.9,-475.25
461.05,706.31
422.43,-959.11
601.08,357.83
-603.26,-534.48
-554.5,-585.12
-404.27,-701.35
-645.7,-596.1
837.74,235.06
740.41,329.04
-7.01,812.94
-734.1,403.57
357.18,821.23
518.83,314.53
-836.21,360.71
783.91,625.59
527.25,652.09
259.35,-857.38
-937.59,137.24
8.32,856.83
634.2,636.14
-391.95,504.66
-148.22,598.03
532.62,676.29
-905.24,176.22
557.59,-562.7
868.26,434.63
-585.15,-550.24
-603.9,-190.58
-705.94,-511.24
320.43,769.54
