x_pos,y_pos
71.02,-32.59
152.27,-71.6
31.47,-283.19
-15.18,-32.04
304.01,304.88
126.62,-112.7
-515.48,72.86
106.69,313.61
-158.51,295.28
635.24,272.12
-24.15,-379.78
97.57,-560.34
-322.08,209.9
-212.08,-437.74
-150.45,-355.22
-568.76,70.43
-284.98,105.23
493.35,-372.93
-212.03,-425.48
173.7,287.75
-377.42,-96.57
533.11,-58.77
-272.8,-271.32
-474.06,-46.25
-128.21,-329.2
131.26,-470.31
-493.38,145.82
-483.4,385.27
-347.68,191.52
688.99,95.54
337.27,-591.29
675.37,42.55
-187.75,-387.35
-450.76,79.64
-559.59,-414.67
221.06,168.78
545.1,228.74
544.97,-33.75
469.02,-489.79
21.91,844.3
591.78,154.88
-584.74,619.26
526.11,-316.15
-500.25,-281.98
-289.3,426.35
652.78,85.16
370.02,548.69
