x_pos,y_pos
992.57,-821.74
42.27,1150.63
1241.91,432.21
675.74,1128.81
-1006.46,550.63
746.35,-1104.3
-1318.96,235.45
-1347.98,111.09
777.14,-897.28
1236.46,-584.42
-1049.85,-910.08
1220.52,631.55
-77.84,-1121.52
-1074.95,874.25
577.03,-1122.75
-439.64,1199.4
-945.13,-757.55
448.36,-1322.52
490.52,1314.15
-774.87,-1169.93
-930.79,1052.9
1404.19,67.79
-790.38,1179.07
-247.88,1405.67
-921.54,-1093.61
-598.55,1299.65
1372.48,-442.91
-395.58,1388.26
621.33,-1339.15
-1032.25,837.74
893.24,1184.6
213.53,-1468.26
738.07,1290.49
-846.58,1227.98
-957.96,1145.81
1472.91,-273.89
393.2,1215.25
1474.87,-360.4
1318.75,784.03
