x_pos,y_pos
-642.43,689.16
508.98,-800.34
-526.05,-793.11
-850.15,-433.79
226.91,-930.03
777.29,-560.53
-76.61,957.66
-866.39,422.26
-964.94,-38.98
755.6,601.57
-966.4,77.48
-779.15,580.64
945.34,-227.2
-499.04,-834.51
366.41,-913.1
931.03,-320.5
-832.39,533.59
-879.78,451.69
267.27,955.15
-655.09,757.74
479.81,-880.67
935.78,-363.12
776.12,639.63
-810.31,601.34
992.32,186.43
259.41,-986.36
-617.35,813.44
409.01,946.55
-730.13,-730.62
-956.52,399.51
-297.05,-993.15
-368.43,-979.48
-984.43,-355.03
-929.48,481.41
-703.87,791.44
797.15,-721.68
-995.87,407.92
655.33,856.94
528.31,945.37
815.79,-714.36
875.88,-655.6
-765.91,782.14
758.88,805.1
895.9,660.52
-629.34,921.5
632.7,-986.49
958.04,684.09
-857.68,-828.48
711.5,959.52
-744.18,941.6
771.16,-933.75
-940.12,-785.31
-991.45,725.24
-755.63,970.05
850.42,-891.91
-979.72,797.5
843.65,972.83
-847.74,979.24
837.18,994.05
-932.05,-922.24
957.78,950.12
-996.94,916.39
-986.68,941.69
