x_pos,y_pos
379.59,1201.44
406.01,-1186.37
-244.68,1220.13
1208.09,-421.56
-1114.42,616.21
760.51,1063.81
-980.39,847.6
1179.96,236.52
1088.9,725.33
354.06,1270.84
893.85,-989.22
1163.37,-665.04
939.8,-963.46
-857.55,-967.5
-1242.04,-570.21
-681.39,1154.07
1311.92,338.1
-198.71,-1361.82
1357.47,255.11
468.42,1239.56
1088.95,855.24
12.77,-1367.44
-773.45,1147.07
514.87,1315.15
741.31,-1203.61
-1266.06,-624.29
-1189.56,-749.59
-894.99,1146.41
-1231.46,767.46
1094.97,978.12
-1245.74,-800.83
-1481.83,-65.98
