x_pos,y_pos,p_flag,volts,weights
322.55,694.11,0,2.78351,10
318.13,-462.96,1,4.42934,8
89.94,-424.71,0,2.58263,10
961.82,-370.43,0,1.81726,8
612.07,319.83,1,4.74044,9
-118.29,971.77,0,2.70949,10
613.93,660.78,0,2.67007,10
784.88,463.82,0,2.98035,10
-912.91,-363.95,1,3.44879,4
606.41,188.58,1,3.6153,5
-150.44,-300.22,1,3.56023,5
633.92,-982.06,0,2.32116,10
925.06,76.33,1,4.74044,9
-698.5,-82.83,1,4.74044,9
903.47,335.29,1,3.66887,5
-76.93,-27.2,0,2.61101,10
-740.35,350.76,0,2.27802,10
800.45,-122.9,0,2.9247,10
117.35,-377.97,0,1.96756,8
-864.54,-399.74,0,2.56915,10
591.05,-906.21,1,4.74044,9
-992.33,-589.91,0,2.17968,9
-22.45,-321.7,0,2.47723,10
-958.24,919.85,0,2.6593,10
600.07,635.86,0,2.83541,10
524.42,983.19,1,4.06696,7
-51.47,-26.09,1,3.22769,3
409.34,-673.76,1,4.13251,7
684.26,-748.07,1,3.34058,4
474.34,1.69,1,4.74044,9
-361.33,-722.77,0,2.73371,10
-271.72,316.82,1,3.45138,4
-686.96,-101.1,1,4.74044,9
-657.06,963.53,1,4.17007,7
-196.36,871.87,0,2.48455,10
-252.44,-707.43,0,2.10319,9
65.89,406.67,1,4.74044,9
659.7,194.12,0,2.38038,10
628.17,269.01,0,2.63099,10
-523.66,466.89,0,2.94748,10
-24.07,410.66,1,4.74044,9
-124.35,-841.03,1,4.74044,9
190.55,523.43,0,2.4911,10
-293.34,-470.62,0,1.90175,8
-348.71,-279.4,1,4.74044,9
-928.11,-561.74,1,4.74044,9
-196.69,358.82,1,4.04685,7
-896.61,-845.28,0,2.91587,10
-607.5,-21.01,1,4.1746,7
953.8,11.88,0,2.23462,9
-482.95,103.68,0,1.89501,8
-853.62,333.59,1,3.15275,3
-332.21,-885.28,1,4.3813,8
-136.63,-724.92,1,4.33203,8
290.93,142.79,1,4.44735,8
-607.01,376.19,0,2.94142,10
255.2,935.63,1,4.74044,9
405.61,589.65,1,3.43402,4
481.18,-267.67,1,3.48424,4
-975.99,-970.58,1,3.16231,3
447.64,270.02,1,4.74044,9
170,-311.27,0,2.92287,10
-473.81,792.29,1,3.60244,5
439.86,-876.06,1,3.9704,6
645.46,70.07,1,4.64355,9
260.6,-462.39,1,3.49248,4
-826.76,902.79,0,2.33168,10
-738.74,817.11,0,1.84756,8
-189.33,-653.62,0,2.10505,9
-717.26,726.5,1,3.1443,3
256.48,671.33,0,2.15123,9
-991.69,-520.68,0,1.79905,8
-99.92,-179.5,0,1.86811,8
806.02,-173.33,1,4.74044,9
-939.16,-438.37,1,3.72686,5
298.91,236.96,0,2.36937,10
757.4,538.69,1,3.79456,6
-981.71,-914.18,1,4.1546,7
-195.34,-959.82,0,2.38157,10
868.09,-309.83,1,4.74044,9
-765.95,146.67,1,3.92524,6
-605.23,-902.29,1,3.75442,6
730.87,887.47,1,4.3133,8
