x_pos,y_pos
887.34,-364.06
-568.95,654.83
-590.36,-917.4
-518.2,450.34
868.09,-309.83
925.06,76.33
215.87,626.55
-556.87,605.86
806.02,-173.33
850.89,-442.92
-614.84,-906.71
-485.88,797
-8.18,864.93
374.74,604.44
-808.64,-944.57
867.35,-27.87
-495.8,190.12
612.07,319.83
-697.39,-889.2
988.23,-633.1
-778.59,-754.55
950.91,373.2
-974.88,-405.68
-509.01,818.26
591.05,-906.21
-977.5,-788.26
-928.11,-561.74
166.02,-831.58
-924.83,-579.3
-669.2,-625.81
489.16,-987.64
373.07,555.88
-527.2,-858.58
447.89,-939.2
896.85,-993.79
-651.81,-709.4
-692.61,-792.07
805.34,-935.85
