x_pos,y_pos
-339.62,-331.97
-227.21,81.6
474.34,1.69
221.32,-7.11
36.2,-55.55
2.94,125.71
198.37,428.23
-14.62,92.76
336.71,235.6
290.62,-298.57
-450.42,112.51
-218.2,-260.99
99.46,245.47
-311.85,-300.33
-217.77,845.27
-95.21,267.29
-348.71,-279.4
-21.06,-118.4
-591.32,77.82
447.64,270.02
-658.08,118.82
-199.16,531.86
430.06,136.64
-329.63,-299.19
-24.07,410.66
244.11,121.01
451.73,170.06
323.06,-415.63
-663.31,340.85
547.55,120.54
-171.99,564.28
453.77,355.56
-368.65,864.98
-176.11,-360.46
-30.94,-590.36
-135.21,459.88
-271.55,-602.69
-129.05,768.65
