x_pos,y_pos
644.34,-174.2
-668.12,-126.69
912.67,495.26
332.36,632.24
-643.09,-260.39
-655.83,623.6
692.71,484.26
-800.2,76.65
-686.96,-101.1
-698.5,-82.83
342.41,-762.42
335.09,742.97
557.24,837.3
-176.17,-851.14
-780.89,-65.67
255.2,935.63
-351.29,175.71
589.88,-543.37
-998.16,227.57
117.01,611.9
59.63,-702.5
-772.53,492.98
819.65,-373.11
512.18,979.1
164.85,-723.68
-593.56,-854.05
842,283.16
-124.35,-841.03
51.52,-864.34
-613.96,-597.48
372.22,744.91
64.85,-818.1
-811.78,693.52
989.89,361.04
-351.38,-765.83
65.89,406.67
-304.98,-818.31
668.96,-6.34
