x_pos,y_pos
259.35,-857.38
-836.21,360.71
634.2,636.14
-908.49,-127.88
-905.24,176.22
8.32,856.83
149.17,938.98
-937.59,137.24
887.27,-366.72
868.26,434.63
814.23,-543.25
-916.43,301.65
655.53,-614.54
949.74,24.56
596.57,807.13
864.39,-511.01
783.91,625.59
-763.79,652.84
549.79,-855.8
960.18,-355.33
354.82,-968.81
27.57,988.73
-659.42,677.65
-565.18,-884.74
933.11,-476.48
737.13,701.54
698.08,-798.8
422.43,-959.11
882.77,-445.63
363.58,988.43
-942.92,-547.6
919.86,-626.69
-700.96,-908.82
937.31,678.38
-499.6,968.23
-983.7,514.86
-931.08,-755.82
-818.04,-883.62
-880.73,798.96
988.75,668.66
777.77,-936.49
924.73,776.7
-980.58,441.16
-882.54,-757.73
942.06,885.15
-965.64,978.38
951.51,779.32
