x_pos,y_pos
126.62,-112.7
221.06,168.78
152.27,-71.6
71.02,-32.59
-158.51,295.28
-284.98,105.23
-15.18,-32.04
173.7,287.75
-24.15,-379.78
106.69,313.61
-128.21,-329.2
-322.08,209.9
-377.42,-96.57
404.02,-140.79
-150.45,-355.22
-272.8,-271.32
-187.75,-387.35
360,-307.63
304.01,304.88
-212.03,-425.48
31.47,-283.19
-347.68,191.52
-450.76,79.64
-474.06,-46.25
-289.3,426.35
131.26,-470.31
-515.48,72.86
267.9,-475.25
533.11,-58.77
-212.08,-437.74
544.97,-33.75
-500.25,-281.98
518.83,314.53
545.1,228.74
97.57,-560.34
591.78,154.88
512.47,342.93
-493.38,145.82
-483.4,385.27
-603.9,-190.58
-391.95,504.66
-568.76,70.43
652.78,85.16
25.37,-668.57
675.37,42.55
493.35,-372.93
337.27,-591.29
