x_pos,y_pos
-674.25,122.54
-668.49,-210.82
-450.36,-128.26
-87.35,-592.49
-457.72,-912.25
-194.17,-10.2
470.92,813.56
-566.16,-175.91
248.21,-840.56
-661.63,264.33
61.92,733.81
100.5,-794.55
757.35,24.67
-274.38,729.16
-314.8,816.11
286.13,-968.41
-356.69,-565.74
262.42,-769.79
496,-726.59
-105.41,-957.83
623.17,593.08
-446.1,871.06
-660.53,585.34
235.16,-851.59
81.15,-745.89
-569.35,694.73
663.81,-677.06
-781.04,396.36
702.2,569.6
-798.13,-605.41
326.55,617.94
727.29,-372.38
900.56,327.46
-496.16,-957.52
-300.05,698.01
-722.75,-584.13
-763.04,650.83
