x_pos,y_pos
1208.09,-421.56
-914.85,-852.24
-980.39,847.6
-857.55,-967.5
-1114.42,616.21
354.06,1270.84
760.51,1063.81
406.01,-1186.37
468.42,1239.56
1163.37,-665.04
979.09,-702.24
-681.39,1154.07
893.85,-989.22
1088.9,725.33
1311.92,338.1
1357.47,255.11
-198.71,-1361.82
-1378.49,96.19
939.8,-963.46
-1242.04,-570.21
-773.45,1147.07
1088.95,855.24
-1189.56,-749.59
514.87,1315.15
-1266.06,-624.29
-1173.14,266.02
741.31,-1203.61
-1218.75,744.28
12.77,-1367.44
-1231.46,767.46
-1481.83,-65.98
-1245.74,-800.83
