x_pos,y_pos
-24.63,111.5
-47.45,175.43
-194.17,-10.2
106.62,-247.28
235.58,176.82
73.36,-295.02
36.29,-96.8
-307.74,6.07
96.16,-235.31
217.87,-50.55
-359.15,-177.03
-401.26,-69.01
-193.09,109.18
-372.19,-231.07
150.69,407.74
168.69,-436.84
254.94,-204.35
-450.36,-128.26
430.85,-220.14
-348.22,-361.55
474.1,117.32
-248.48,-408
-391.35,-390.31
-297.03,-432.65
-328.21,-319.39
396.77,-388.38
571.84,-98.23
-556.49,48.61
-220.88,-269.38
501.25,270.64
274.18,517.47
411.93,413.3
300.06,498.72
433.18,-391.41
-584.99,-203.76
-620.56,101.75
-566.16,-175.91
