x_pos,y_pos
221.06,168.78
71.02,-32.59
31.47,-283.19
152.27,-71.6
126.62,-112.7
-15.18,-32.04
106.69,313.61
-158.51,295.28
173.7,287.75
-24.15,-379.78
-150.45,-355.22
-284.98,105.23
-272.8,-271.32
-377.42,-96.57
-128.21,-329.2
404.02,-140.79
-450.76,79.64
-322.08,209.9
-212.03,-425.48
-187.75,-387.35
-347.68,191.52
304.01,304.88
131.26,-470.31
-474.06,-46.25
-515.48,72.86
-212.08,-437.74
533.11,-58.77
-289.3,426.35
97.57,-560.34
544.97,-33.75
-568.76,70.43
267.9,-475.25
545.1,228.74
-500.25,-281.98
526.11,-316.15
591.78,154.88
512.47,342.93
518.83,314.53
-493.38,145.82
493.35,-372.93
-603.9,-190.58
652.78,85.16
370.02,548.69
-391.95,504.66
25.37,-668.57
-483.4,385.27
337.27,-591.29
