x_pos,y_pos,p_flag,volts,weights
322.55,694.11,0,2.78358,10
318.13,-462.96,1,4.42965,8
89.94,-424.71,0,2.58271,10
961.82,-370.43,0,1.81737,8
612.07,319.83,1,4.74073,9
-118.29,971.77,0,2.70956,10
613.93,660.78,0,2.67014,10
784.88,463.82,0,2.98042,10
-912.91,-363.95,1,3.44918,4
606.41,188.58,1,3.61568,5
-150.44,-300.22,1,3.56061,5
633.92,-982.06,0,2.32125,10
925.06,76.33,1,4.74073,9
-698.5,-82.83,1,4.74073,9
903.47,335.29,1,3.66924,5
-76.93,-27.2,0,2.61109,10
-740.35,350.76,0,2.27811,10
800.45,-122.9,0,2.92477,10
117.35,-377.97,0,1.96767,8
-864.54,-399.74,0,2.56923,10
591.05,-906.21,1,4.74073,9
-992.33,-589.91,0,2.17978,9
-22.45,-321.7,0,2.47731,10
-958.24,919.85,0,2.65938,10
600.07,635.86,0,2.83548,10
524.42,983.19,1,4.0673,7
-51.47,-26.09,1,3.22811,3
409.34,-673.76,1,4.13284,7
684.26,-748.07,1,3.34098,4
474.34,1.69,1,4.74073,9
-361.33,-722.77,0,2.73378,10
-271.72,316.82,1,3.45177,4
-686.96,-101.1,1,4.74073,9
-657.06,963.53,1,4.1704,7
-196.36,871.87,0,2.48464,10
-252.44,-707.43,0,2.10329,9
65.89,406.67,1,4.74073,9
659.7,194.12,0,2.38047,10
628.17,269.01,0,2.63107,10
-523.66,466.89,0,2.94755,10
-24.07,410.66,1,4.74073,9
-124.35,-841.03,1,4.74073,9
190.55,523.43,0,2.49119,10
-293.34,-470.62,0,1.90186,8
-348.71,-279.4,1,4.74073,9
-928.11,-561.74,1,4.74073,9
-196.69,358.82,1,4.04719,7
-896.61,-845.28,0,2.91594,10
-607.5,-21.01,1,4.17492,7
953.8,11.88,0,2.23472,9
-482.95,103.68,0,1.89512,8
-853.62,333.59,1,3.15318,3
-332.21,-885.28,1,4.38161,8
-136.63,-724.92,1,4.33234,8
290.93,142.79,1,4.44766,8
-607.01,376.19,0,2.94149,10
255.2,935.63,1,4.74073,9
405.61,589.65,1,3.43442,4
481.18,-267.67,1,3.48463,4
-975.99,-970.58,1,3.16274,3
447.64,270.02,1,4.74073,9
170,-311.27,0,2.92294,10
-473.81,792.29,1,3.60281,5
439.86,-876.06,1,3.97075,6
645.46,70.07,1,4.64384,9
260.6,-462.39,1,3.49287,4
-826.76,902.79,0,2.33177,10
-738.74,817.11,0,1.84767,8
-189.33,-653.62,0,2.10515,9
-717.26,726.5,1,3.14473,3
256.48,671.33,0,2.15132,9
-991.69,-520.68,0,1.79917,8
-99.92,-179.5,0,1.86822,8
