x_pos,y_pos
-227.21,81.6
221.32,-7.11
99.46,245.47
244.11,121.01
2.94,125.71
36.2,-55.55
-21.06,-118.4
-24.07,410.66
-176.11,-360.46
-351.29,175.71
-329.63,-299.19
-218.2,-260.99
290.62,-298.57
-348.71,-279.4
-95.21,267.29
198.37,428.23
-14.62,92.76
430.06,136.64
-311.85,-300.33
447.64,270.02
336.71,235.6
-339.62,-331.97
-495.8,190.12
65.89,406.67
474.34,1.69
323.06,-415.63
547.55,120.54
-135.21,459.88
117.01,611.9
-171.99,564.28
453.77,355.56
451.73,170.06
-199.16,531.86
644.34,-174.2
-30.94,-590.36
668.96,-6.34
-668.12,-126.69
215.87,626.55
