x_pos,y_pos
-450.42,112.51
-643.09,-260.39
-518.2,450.34
-271.55,-602.69
-591.32,77.82
332.36,632.24
373.07,555.88
-658.08,118.82
-663.31,340.85
-129.05,768.65
-780.89,-65.67
59.63,-702.5
-686.96,-101.1
-698.5,-82.83
-800.2,76.65
612.07,319.83
164.85,-723.68
-556.87,605.86
-351.38,-765.83
372.22,744.91
335.09,742.97
806.02,-173.33
-124.35,-841.03
692.71,484.26
166.02,-831.58
342.41,-762.42
589.88,-543.37
64.85,-818.1
374.74,604.44
-176.17,-851.14
-304.98,-818.31
-8.18,864.93
-217.77,845.27
51.52,-864.34
819.65,-373.11
-772.53,492.98
925.06,76.33
868.09,-309.83
