x_pos,y_pos
-5.87,74.99
36.54,9.81
-86.97,15.82
-125.08,48.55
64.92,-77.94
111.02,59.3
139.08,25.83
-86.6,124.66
135.04,-107.51
119.73,-76.66
138.63,83.93
131.43,110.5
-58.36,163.89
-37.92,174.34
164.08,-92.03
-85.62,-185.9
-165.41,-131.3
159.49,127.45
-75.92,-208.71
140.56,-124.16
178.5,101.46
175.71,-34.54
219.37,41.15
-134.89,-174.24
222.13,-55.39
116.55,195.39
217.54,-74.12
206.73,-95.73
165.61,-162.9
198.04,-123.24
-239.66,-111.65
-117.44,234.8
132.02,210.36
-288.65,-23.48
114.54,198.11
-151.59,-247.24
249.37,150.86
-285.36,-29.9
-119.5,-290.63
-275,-138.61
156.71,240.61
222.31,201.72
-319.99,12.79
-130.36,286.56
-170.29,264.18
129.21,290.06
83.76,-284.64
145.15,287.13
287.02,-206.04
341.9,-44.13
64.25,-337.52
-354.1,49.62
-168.49,-306.23
252.23,-284.03
-351.77,130.25
141.14,-360.37
83.92,349.23
33.89,386.17
116.46,-364.54
-334.96,10.36
-79.96,383.24
-390.66,51.11
51.74,-395.25
53.86,-398
318.07,-248.25
