x_pos,y_pos
-68.83,-76.97
62.12,130.7
42,86.6
6.61,24.06
43.62,-15.1
-202.69,-123.52
107.13,-104.4
86.7,-52.59
-150.41,-173.99
204.33,192.19
45.94,-127.84
-59.91,230.97
4.98,-3.7
115.29,90.4
67.92,-3.15
-110.06,124.91
-147.34,42.31
77.8,-273.3
-134.41,-79.26
162.78,-125.15
-172.91,235.94
194.2,-83.89
-316.86,53.48
-100.9,53.18
316.16,-37.74
182.74,-173.08
-247.66,-22.66
-94.96,-192.71
-142.79,-257.25
-212.35,-61.65
-219.59,-238.71
-213.77,-180.83
296.37,181.96
-94.72,163.75
-201.4,-105.51
-227.81,168.15
130.36,-253.25
-78.87,120.74
206.58,-195.82
-198.35,-159.91
317.82,-144.68
-153.49,20.61
-241.91,-226.74
120.37,266.45
359.66,53.37
-264.34,151.32
259.37,-365.61
248.59,-219.96
106.24,-271.9
14.72,-239.44
50.36,468.26
-116.17,279.7
-219.78,-222.23
223.77,279.39
132.14,-105.93
-203.2,235.73
-154.21,-79.56
-304.73,221.28
-176.87,202.98
-345.42,-131.28
-154.81,179.28
-191.27,-277.41
-65.67,-314.62
312.82,66.52
-7.86,-98.76
281.23,-20.63
-315.7,57.29
-293.8,-99.17
-26.22,-372.53
95.66,-122.21
-297.78,138.82
-187.97,-310.11
295.39,-247.7
-155.7,-295.94
107.18,60.88
-217.1,-321.71
100.33,326.95
401.37,122.98
288.3,-136.2
220.26,252.24
179.67,143.9
-93.38,-196.71
186.02,233.9
321.25,162.95
8.65,-165.13
-298.62,-52.1
-403.98,-99.64
-44.76,-381.71
-250,178.41
-321.39,261.81
64.09,372.25
-193.17,-329.09
-19.19,-312.64
233.03,-315.3
230.48,-475.9
-242.22,344.67
211.63,394.6
-107.31,-182.39
-472.28,-41.98
121.16,-346.87
-303.57,244.17
144.32,491.53
380.02,-301.58
