x_pos,y_pos
156.46,-578
-72.52,-593.72
-288.83,531.97
567.15,194.93
-128.37,567.37
-533.56,245.72
-280.58,-589.22
-557.74,319.19
-271.85,596.98
654.66,-122.55
414.19,465.68
618.84,10.63
-73.49,-586.72
-482.05,-464.74
-590.53,-317.48
277.72,-603.83
-316.83,638.36
-180.61,-666.73
-560.13,-377.22
-696.56,-29.91
-177.8,700.16
-523.92,-422.67
-161.43,583.11
-726.89,69.64
463.76,-547.27
-677.14,280.83
-716.41,150.32
-701.57,160.1
715.77,-113.04
-723.53,36.35
473.35,-584.9
-294.51,-684.84
-260.99,-685.49
-491.36,593.71
386.97,-654.96
-198.63,728.65
330.37,654.82
-724.54,155.87
-602.27,508.69
-784.98,3.11
166.37,766.91
503.08,628.05
-61.22,-805.8
223.21,782.75
-736.59,-280.77
140.58,-789.51
370.92,620.38
764.75,-289.73
590.99,-543.61
384.25,687.64
742.31,-355.21
660.22,492.41
562.15,602.03
-807.56,-118.5
-236.36,-799.09
818.58,192.76
-842.51,-77.66
664.26,497.24
614.03,557.93
708.43,444.41
-154.38,-851.62
167.86,825.25
54.53,868.67
833.65,156.12
-485.71,717.11
824.16,195.71
-824.09,-271.61
49.77,-885.64
