x_pos,y_pos
363.58,988.43
389.99,-695.92
737.13,701.54
526.11,-316.15
-937.59,137.24
-603.9,-190.58
-905.24,176.22
-391.95,504.66
-678.19,232.7
544.97,-33.75
149.17,938.98
882.77,-445.63
-756.01,15.23
868.26,434.63
864.39,-511.01
887.27,-366.72
27.57,988.73
783.91,625.59
461.05,706.31
814.23,-543.25
-880.73,798.96
422.43,-959.11
596.57,807.13
960.18,-355.33
-187.75,-387.35
933.11,-476.48
259.35,-857.38
-882.54,-757.73
301.9,833.39
777.77,-936.49
-983.7,514.86
-965.64,978.38
-565.18,-884.74
-980.58,441.16
919.86,-626.69
-700.96,-908.82
937.31,678.38
-942.92,-547.6
-499.6,968.23
924.73,776.7
-818.04,-883.62
-931.08,-755.82
951.51,779.32
698.08,-798.8
942.06,885.15
988.75,668.66
-763.79,652.84
