x_pos,y_pos
-11.46,405.6
467.34,55.25
-385.22,-2.49
343.8,-249.45
37.88,-187.57
140.76,-394.29
467.43,240.21
-373.24,-357.62
415.4,-184.51
467.04,68.86
-494.73,376.65
217.85,300.37
-479.52,254.9
477.34,-154.18
193.42,493.52
122.29,215.86
-259.15,-252.5
-178.25,398.81
-368.01,-277.44
-347.18,226.31
415.08,77.79
436.54,44.09
-326.18,-212.57
348.48,-96.87
-368.22,-48.45
367.06,-461.52
-421.16,-309.42
21.82,350.56
404.97,88.4
409.15,131.87
339.81,484.16
-440,64.56
346.89,-489.84
-364.83,392.67
462,-197.31
485.65,-255.41
-212.84,389.63
-375.33,-196.31
71.85,-451.43
-244.37,-237.75
-244.08,-291.9
421.29,393.14
375.02,-387.36
370.51,-492
-248.14,268.03
459.8,272.5
-348.41,252.62
-448.1,50.57
449.88,-477.74
-487.5,236.21
-424.65,252.71
346.72,-232.3
203.44,335.66
417.43,476.93
271.65,-450.61
287.41,470.75
238.04,-445.32
-478.37,387.69
315.51,-421.5
-329.77,380.48
174.84,405.2
177.48,-366.56
-374.4,-165.36
