x_pos,y_pos
-78.02,155.21
-176.09,-207.67
215.86,65.79
153.26,-166.13
-124.7,-73.23
-97.15,-124.2
-95.23,-376.15
-57.89,-55.92
35.07,-31.9
77.24,-100.42
-7.02,214.95
241.5,72.99
16.54,251.25
51.29,183.5
-107.87,-208.19
386.86,-152.51
100.51,-118.23
-137.78,314.33
259.25,100.93
57.59,-483.43
-18.24,-163.46
398.04,-31.07
-112.2,-88.18
167.5,117.49
58.99,170.64
288.83,-134.21
-241,69.59
187.79,191.64
212.46,180.31
-222.69,-106.44
166.52,0
393.34,209.74
238.52,368.54
175.6,221.36
-153.35,-324.04
-97.5,-270.88
235.43,-38.54
-142.98,329.93
-49.68,-292.34
130.22,-316.33
-360.89,107.37
53.06,406.63
-349.14,-408.64
-109.21,431.43
262.28,-78.23
35.18,96.57
-54.99,316.73
163.23,60.18
-137.32,167.89
-408.68,74.6
-253.38,-361.9
-455.6,20.08
372.74,-103.71
-498.41,-438.91
-464.03,-127.19
173.8,357.28
304.81,243.63
-87.41,458.4
431.23,114.42
87.33,426.61
251.15,-12.32
-227.82,-449.31
327.41,347.65
