x_pos,y_pos
43.62,-15.1
-7.86,-98.76
86.7,-52.59
-68.83,-76.97
6.61,24.06
107.18,60.88
-100.9,53.18
45.94,-127.84
-78.87,120.74
4.98,-3.7
42,86.6
107.13,-104.4
67.92,-3.15
-153.49,20.61
-134.41,-79.26
115.29,90.4
8.65,-165.13
62.12,130.7
132.14,-105.93
-147.34,42.31
-94.72,163.75
194.2,-83.89
-154.21,-79.56
-94.96,-192.71
-107.31,-182.39
-110.06,124.91
95.66,-122.21
-150.41,-173.99
162.78,-125.15
-212.35,-61.65
-154.81,179.28
-202.69,-123.52
-93.38,-196.71
14.72,-239.44
-201.4,-105.51
-247.66,-22.66
-59.91,230.97
250.23,-59.54
-176.87,202.98
179.67,143.9
-213.77,-180.83
-227.81,168.15
-198.35,-159.91
77.8,-273.3
281.23,-20.63
130.36,-253.25
204.33,192.19
120.37,266.45
-142.79,-257.25
-172.91,235.94
257.01,-155.57
-116.17,279.7
206.58,-195.82
-264.34,151.32
106.24,-271.9
186.02,233.9
-203.2,235.73
-298.62,-52.1
-219.78,-222.23
-19.19,-312.64
182.74,-173.08
-293.8,-99.17
288.3,-136.2
316.16,-37.74
312.82,66.52
-315.7,57.29
-219.59,-238.71
-65.67,-314.62
-316.86,53.48
-297.78,138.82
-250,178.41
220.26,252.24
100.33,326.95
-155.7,-295.94
296.37,181.96
-241.91,-226.74
223.77,279.39
321.25,162.95
31.03,361.31
-191.27,-277.41
-187.97,-310.11
359.66,53.37
248.59,-219.96
-345.42,-131.28
-364.87,-53.28
-26.22,-372.53
-340.86,155.19
64.09,372.25
-304.73,221.28
-44.76,-381.71
-193.17,-329.09
226.11,-313.08
-60.09,381.59
317.82,-144.68
233.75,309.8
202.8,-332.57
-387.25,-33.08
-217.1,-321.71
295.39,-247.7
233.03,-315.3
-303.57,244.17
-212.49,-336.66
161.73,354.81
