x_pos,y_pos
55.76,-82.92
-34.08,61.45
-90.88,94.57
122.31,223.58
123.66,-92.23
85.48,-49.83
176.48,-18.14
1.97,-30.75
162.46,6.96
-124.9,16.56
-68.2,76.35
-24.2,180.3
-60.25,84.25
-10.52,-16.38
41.78,113.17
-194.01,-116.52
136.39,-200.39
-98.11,34.41
-185.3,172.47
-25.41,51.87
-122.46,-100.16
70.01,-54.39
162.53,-20.97
-123.47,72.78
236.31,-39.02
78.87,163.8
-35.26,275.54
-223.32,-6.59
-114.07,-254.85
-76,-288.48
301.08,-265.68
174.73,133.38
-42.91,-218.29
-187.31,12.95
123.8,200.17
-252.3,163.87
30.12,224.13
18.97,-80.43
128.19,-246.83
-156.89,-188.05
243.07,119.26
-97.26,29.7
174.56,-179.11
-163.5,-190.68
-173.95,182.15
-211.75,147.23
348.62,160.06
-145.34,89.01
115.22,-59.9
305.96,132.04
-88.44,360.09
182.82,-274.72
-28.22,-211.44
30.29,62.43
184.28,162.2
89.59,355.66
243.57,-205.98
-93.48,-173.77
153.76,265.66
-194.39,153.43
-213.23,-212.39
167.96,302.85
134.09,-280.66
30.17,108.28
-72.02,330.12
204.25,-245.47
206.29,-167.48
262.48,-279.5
125.18,304.78
226.77,-223.86
305.03,293.59
-66.56,283.9
303.57,-150.91
22.44,310.27
7.2,-367.22
-398.81,74.24
-136.42,330.69
211.69,299.6
176.34,217.63
-9.95,316.5
59.34,-374.75
46.21,358.1
-85.45,-467.85
-233.39,293.61
57.04,-472.83
-113.06,-494.34
-388.75,-74.16
-256.63,-284.51
365.91,-137.24
392.8,184.68
-378.27,-89.78
280.44,-99.95
-58.91,-347.5
-370.18,-201.94
