x_pos,y_pos
-401.76,-205.96
37.23,-198.86
225.29,-398.17
-179.53,-155.43
412.03,12.28
-272.93,494.11
-338.13,-412.91
-410.53,385.13
422.98,-271.32
-115.36,68.9
456.57,-284.28
231.83,-270.88
-229.71,-237.21
-232.49,-159.97
307.57,440.06
-316,-28.66
-289.01,-178.96
-355.69,-373.76
175.76,-291.71
457.97,363.19
476.05,384.35
276.58,321.36
376.98,-225.32
-131.3,172.04
-210.79,-39.55
155.7,-401.08
-28.49,-7.18
74.35,-123.17
-27.46,-440.5
-477.91,123.28
248.93,-179.85
493.88,477.39
-226.93,237.19
150.98,9.32
-195.11,-73.19
66.47,487.96
-136.29,440.46
-30.67,183.33
268.81,405.01
-371.62,-213.37
-406.24,310.7
-498.95,-308.25
-356.99,-392.64
453.88,86.66
111.98,-216.26
-416.01,-124.61
-322.13,-395.02
495.83,79.48
266.11,-17.14
-472.81,224.49
92.8,-221.07
-280.94,-495.22
390.54,244.69
-388.71,-333.63
-285.88,209.08
285.68,446.08
