x_pos,y_pos
-194.17,-10.2
-24.63,111.5
217.87,-50.55
96.16,-235.31
-193.09,109.18
-47.45,175.43
73.36,-295.02
36.29,-96.8
235.58,176.82
106.62,-247.28
-359.15,-177.03
-307.74,6.07
-401.26,-69.01
-220.88,-269.38
-372.19,-231.07
150.69,407.74
168.69,-436.84
-450.36,-128.26
474.1,117.32
430.85,-220.14
-382.23,354.71
-348.22,-361.55
-297.03,-432.65
-391.35,-390.31
396.77,-388.38
254.94,-204.35
-248.48,-408
-328.21,-319.39
411.93,413.3
501.25,270.64
300.06,498.72
274.18,517.47
-566.16,-175.91
-484.15,384.28
-584.99,-203.76
-620.56,101.75
433.18,-391.41
