x_pos,y_pos,p_flag,volts,weights
455.33,-11.62,1,4.19148,7
-284.72,411.59,0,2.19666,9
436.27,-451.61,0,2.52163,10
227.08,-465.33,1,4.59809,9
-77.09,239.98,1,3.37981,4
-372.62,271.54,1,4.59809,9
-405.18,324.52,0,2.80052,10
414.99,-364.87,1,4.59809,9
-316.66,-371.35,0,2.47883,10
440.8,104.62,1,3.71528,5
168.87,-124.27,0,2.24741,9
418.34,-294.28,0,2.88242,10
-489.21,473.45,1,4.19833,7
-345.8,-299.52,0,1.96409,8
464.59,359.06,1,3.45635,4
337.01,-327.04,0,1.97729,8
-367,-100.49,0,1.91093,8
286.99,89.14,0,2.14055,9
203.29,201.1,0,1.96261,8
116.46,-364.54,1,4.59809,9
12.32,37.53,1,3.27837,4
-394.2,232.56,0,2.31644,10
-293.52,129.94,1,4.50537,9
-112.34,-281.13,0,2.03866,9
219.29,342.86,1,3.41503,4
283.11,114.5,1,3.3432,4
156.58,-416,0,2.28325,10
-121.79,-75.14,0,2.47536,10
-152.73,106.41,1,3.20564,3
256.31,36.6,0,2.21191,9
201.66,376.08,1,2.98154,3
-328.54,-287.37,0,2.31862,10
-396.52,477.34,1,4.59809,9
499.7,-84.39,0,2.39545,10
-65.95,-76.36,0,2.91256,10
-445.12,289.98,1,4.59809,9
-256.74,460.48,0,2.13306,9
446.73,-122.96,1,4.15208,7
430.09,357.99,1,4.59809,9
-390.51,-463.37,1,3.67525,5
-390.63,-73.06,0,2.3006,10
-357.87,305.67,0,2.46859,10
11.86,156.26,1,2.90814,3
-245.05,335.36,0,2.42675,10
136.68,426.46,0,1.7853,8
-162.77,-32.09,0,2.82364,10
14.83,-165.44,0,2.43747,10
-295.61,-425.78,1,3.2384,3
140.59,3.01,0,2.48845,10
190.31,-349.74,1,3.24224,3
-389.11,-15.17,0,1.95986,8
-415.77,-257.13,1,4.42711,8
-71.5,163.79,0,2.8006,10
-420.41,82.33,0,2.59065,10
22.19,-62.57,0,1.80527,8
-82.23,136.15,0,1.86852,8
-21.22,-219.39,1,3.9554,6
-10.58,399.7,1,4.17917,7
-443.07,-70.36,0,2.66394,10
-11.89,-85.1,0,1.77954,8
114.34,-117.02,0,2.65818,10
83.76,-284.64,1,4.59809,9
-112.85,-64.53,1,4.03157,7
368.15,284.89,1,4.22107,7
421.97,61.12,0,2.32272,10
-268.6,-313.31,1,3.20912,3
424.52,-166.83,1,3.25466,4
-38.2,-79.4,1,3.97417,6
445.44,478.66,0,2.69229,10
-139.13,-91.2,0,2.47356,10
26.85,-230.41,1,4.56469,9
198.74,368.46,0,2.19688,9
126.36,360.13,1,3.96035,6
448.7,227.71,1,3.6293,5
-283.55,445.69,0,2.92808,10
241.31,-436.43,1,4.51342,9
474.42,211.32,0,2.73192,10
-22.12,76.72,1,3.37679,4
-279.42,-252.56,1,3.76885,6
-202.55,320.96,1,3.22539,3
51.99,-205.62,0,1.95787,8
-65.18,95.47,0,2.8714,10
-0.95,255.93,1,2.90886,3
